id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude
ABGP0001457,Suspended,KANEX GRAND PRIX SCANDIA,GP,Scandia,Success Resources Ltd.,100.0% - Success Resources Ltd.,,50.39552,-112.09234
ABGP0001458,Suspended,KEYERA WEST PEMBINA 10-10-047-14W5,GP,West Pembina,Keyera Energy Ltd.,83.1% - Keyera Energy Ltd.; 4.2% - Paramount Resources Ltd.; 3.2% - Canlin Resources Partnership; 2.9% - Canadian Natural Resources Limited; 3.2% - Boulder Energy Ltd.; 2.6% - Baytex Energy Ltd.; 0.7% - Canadian Natural Resources; 0.1% - Tourmaline Oil Corp.; 0.1% - Vermilion Energy Inc.,1984-01-01,53.0414,-115.96101
ABGP0001459,Reclamation Certified,CONOCO CLARESHOLM,GP,Claresholm,Canadian Natural Resources Limited,100.0% - Conocophillips Canada Resources Corp.,,50.02474,-113.40474
ABGP0001460,Suspended,* KAN ENERGY GLEICHEN,GP,Kan Energy Gleichen,Kanamera Texas Sentry Operating Partnership.,100.0% - Lynx Energy Ulc,,50.83619,-112.79454
ABGP0001461,Suspended,PARAMOUNT LEGEND,GP,Liege,Athabasca Oil Corporation,100.0% - Athabasca Oil Corporation,1964-01-01,57.20067,-112.90001
ABGP0001462,Abandoned,AMOCO BIGSTONE DUNVEGAN,GP,Bigstone Dunvegan,Bp Canada Energy Group Ulc,100.0% - Paramount Resources Ltd.,,54.2595,-117.21683
ABGP0001463,Active,WESTROCK POUCE COUPE SOUTH,GP,Pouce Coupe South,Longshore Resources Ltd.,99.3% - Longshore Resources Ltd.; 0.7% - Freehold Resources Ltd.,1985-01-01,55.77223,-119.82001
ABGP0001464,Active,PROVIDENT CRAIGMYLE,GP,Craigmyle,Prairie Provident Resources Canada Ltd.,100.0% - Prairie Provident Resources Canada Ltd.,1984-01-01,51.71994,-112.38787
ABGP0001465,Abandoned,BAYTEX KNELLER,GP,Kneller,Baytex Energy Ltd.,100.0% - Alphabow Energy Ltd.,,53.23058,-113.30276
ABGP0001466,Suspended,HUSKY RUMSEY 8-36,GP,Rumsey,Trident Exploration (Alberta) Corp.,100.0% - Westdrum Energy Ltd.,,51.87268,-112.84273
ABGP0001467,Suspended,SURGE WILLESDEN GR 08-29-040-06W5 GP,GP,Willesden Green,Surge Energy Inc.,100.0% - Surge Energy Inc.,1982-01-01,52.47052,-114.82035
ABGP0001468,Active,MUNDARE 09-28-053-18W4 GAS PLANT,GP,Mundare,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1980-01-01,53.60896,-112.58547
ABGP0001469,Suspended,* CRESTAR BANTRY,GP,Crestar Bantry,Strathcona Resources Ltd.,100.0% - Cardinal Energy Ltd.,,50.54091,-111.79457
ABGP0001470,Suspended,* NORCEN FORT SASK,GP,Norcen Fort Sask,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.71781,-113.1769
ABGP0001471,Suspended,* AEC SUFFIELD,GP,AEC Suffield,Ipc Canada Ltd.,100.0% - Ipc Canada Ltd.,,50.57398,-111.17874
ABGP0001472,Active,NIPISI 2-11-80-8W5,GP,Nipisi,Canadian Natural Resources Limited,90.0% - Canadian Natural Resources Limited; 0.0% - Superman Resources Inc.,,55.91441,-115.13273
ABGP0001473,Abandoned,PROVOST 15-7-36-15W4,GP,Provost,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.08288,-112.1329
ABGP0001474,Abandoned,CRESTAR RUMSEY,GP,Crestar Rumsey,Conocophillips Canada Energy Partnership,100.0% - Pine Cliff Energy Ltd.,,51.9018,-112.84273
ABGP0001475,Active,CRESTAR JENNER,GP,Jenner,Cor4 Oil Corp.,4.6% - Enermark Inc.; 1.4% - Canoil Inc.; 93.9% - Cor4 Oil Corp.,,50.65412,-111.16728
ABGP0001476,Suspended,APACHE WILLESDEN GREEN,GP,Bingley,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,1983-01-01,52.48129,-114.87421
ABGP0001477,Active,APACHE WILLESDEN GREEN,GP,Leafland,Paramount Resources Ltd.,69.5% - Paramount Resources Ltd.; 17.4% - Obsidian Energy Ltd.; 11.8% - Signalta Resources Limited,1985-01-01,52.40485,-114.70654
ABGP0001478,Suspended,* IMPERIAL INJECTION,GP,Injection,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.04881,-113.91788
ABGP0001479,Suspended,PENGROWTH SWAN HILLS,GP,Swan Hills,Accel Canada Holdings Limited,100.0% - Canadian Natural Resources Limited,,54.79431,-115.51708
ABGP0001480,Active,EYREMORE 1-18-17-18W4,GP,Armada,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,50.42844,-112.45886
ABGP0001481,Suspended,* CHAUVCO NOSEHILL,GP,Chauvco Nosehill,Taqa North Ltd.,100.0% - Taqa North Ltd.,,53.76832,-116.96498
ABGP0001482,Active,BRC 04-31-048-12W5 GAS PLANT,GP,Brazeau River,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1979-01-01,53.17965,-115.7536
ABGP0001483,Suspended,HUSKY MICHICHI 16-32,GP,Michichi,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,51.61792,-112.35224
ABGP0001484,Abandoned,BAPTISTE 1-18-68-23W4,GP,Island Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.8804,-113.49181
ABGP0001485,Abandoned,MORINVILLE 11-15-55-25W4,GP,Morinville,Canadian Natural Resources Limited,100.0% - Signalta Resources Limited,,53.75449,-113.63554
ABGP0001486,Suspended,KETCH TANGENT,GP,Tangent,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1984-01-01,55.96887,-117.57362
ABGP0001487,Abandoned,ENRON SANGUDO,GP,Enron Sangudo,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,53.88422,-114.87291
ABGP0001488,Abandoned,* TALISMAN TURNER VALLEY,GP,Turner Valley,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,50.59553,-114.14899
ABGP0001489,Suspended,* AMOCO HOTCHKISS,GP,Hotchkiss,Bp Canada Energy Group Ulc,100.0% - Surge Energy Inc.,,57.12468,-118.15147
ABGP0001490,Suspended,BLACKSPUR BANTRY GP 15-23-018-14W4,GP,Delta Bantry,Delta Consultants (1973) Ltd.,100.0% - Blackspur Oil Corp.,,50.54105,-111.82294
ABGP0001491,Suspended,* AVORD CHAUVIN S,GP,Avord Chauvin S,Avord Oil & Gas Ltd,100.0% - Surge Energy Inc.,,52.66163,-110.182
ABGP0001492,Suspended,* MOBIL TWINING,GP,Twining,Bumper Development Corporation Ltd.,100.0% - Barnwell Of Canada  Limited,,51.6761,-113.36228
ABGP0001493,Abandoned,* ANDERSON RYCROFT,GP,Anderson Rycroft,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.61239,-118.58545
ABGP0001494,Suspended,CABRE JOARCAM,GP,Joarcam,Enerplus Corporation,100.0% - Enerplus Corporation,,53.20153,-112.99202
ABGP0001495,Suspended,SIGNALTA PEMBINA,GP,Lobstick 2,Signalta Resources Limited,100.0% - Signalta Resources Limited,,53.35794,-114.89448
ABGP0001496,Suspended,* ALTEX SULLIVAN LAKE,GP,Altex Sullivan Lake,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,52.02841,-111.84126
ABGP0001497,Active,MEDLODGE 10-33-052-21W5 GP,GP,Medicine Lodge,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,1989-01-01,53.53564,-117.03241
ABGP0001498,Reclamation Certified,BONAVISTA BENTON,GP,Benton,Nuvista Energy Ltd.,100.0% - Nuvista Energy Ltd.,,51.42525,-110.36546
ABGP0001499,Active,CYPRESS FARROW,GP,Farrow,Taqa North Ltd.,68.0% - Taqa North Ltd.; 32.0% - Coastal Resources Limited,1984-01-01,50.73791,-113.32012
ABGP0001500,Abandoned,* GRAD & WALKER HUXLEY,GP,Grad and Walker Huxley,Conocophillips Canada Energy Partnership,100.0% - Pine Cliff Energy Ltd.,,51.97395,-113.41853
ABGP0001501,Abandoned,MALMO 6-3-44-22W4,GP,Malmo,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,52.76159,-113.11517
ABGP0001502,Reclamation Certified,* TRITON KNELLER,GP,Triton Kneller,Primewest Energy Inc.,100.0% - Altagas Ltd.,,53.24863,-113.2844
ABGP0001503,Suspended,* POCO WATTS,GP,Poco Watts,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,51.62177,-112.06911
ABGP0001504,Suspended,APL EDSON,GP,Edson,Canadian Oil & Gas International Inc.,100.0% - Arrow Point Oil & Gas Ltd.,1990-01-01,53.60839,-116.46145
ABGP0001505,Abandoned,CRESTAR TROCHU TWINING,GP,Crestar Trochu Twining,Conocophillips Canada Energy Partnership,100.0% - Conocophillips Canada Resources Corp.,,51.78175,-113.26167
ABGP0001506,Active,PROGRESS 1-1-78-10W6,GP,Progress,Canadian Natural Resources Limited,50.0% - Canadian Natural Resources Limited,1984-01-01,55.72513,-119.39986
ABGP0001507,Suspended,BYEMOOR 8-32-34-17W4,GP,Byemoor,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,51.96012,-112.37051
ABGP0001508,Suspended,BEAU ALDERSON,GP,Beau Alderson,Murphy Oil Company Ltd.,100.0% - Canadian Natural Resources Limited,,50.51186,-111.29054
ABGP0001509,Suspended,GRAND FORKS 8-7-12-13W4,GP,Grand Forks,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,49.98059,-111.75891
ABGP0001510,Abandoned,ALTAGAS KILLAM,GP,Sedgewick,Altagas Ltd.,100.0% - Altagas Ltd.,1982-01-01,52.55599,-111.79515
ABGP0001511,Active,EDSON WEST 1-24-52-20W5,GP,Edson West,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1985-01-01,53.4993,-116.80532
ABGP0001512,Abandoned,* BOW VALLEY BASHAW,GP,Bow Valley Bashaw,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,52.51579,-113.2825
ABGP0001513,Suspended,APACHE NEVIS,GP,Nevis,Ember Resources Inc.,100.0% - Ember Resources Inc.,,52.38137,-113.17468
ABGP0001514,Abandoned,CARDIFF 16-15-54-02W5,GP,Cardiff,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,53.67027,-114.20138
ABGP0001515,Suspended,KAYBOB 7-32-63-20W5,GP,Kaybob,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.49252,-116.98482
ABGP0001516,Active,PENN WEST CRYSTAL,GP,Crystal,Journey Energy Inc.,100.0% - Journey Energy Inc.,1982-01-01,52.94008,-114.41545
ABGP0001517,Active,ORLEN LOCHEND 05-11-029-04W5 GP,GP,Lochend,Orlen Upstream Canada Ltd.,99.0% - Orlen Upstream Canada Ltd.,1987-01-01,51.46564,-114.46731
ABGP0001518,Suspended,CRAIGMYLE 13-32-31-17W4,GP,Michichi,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1987-01-01,51.70529,-112.38787
ABGP0001519,Suspended,GHOST PINE 4-18-32-22W4,GP,Ghost Pine,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1986-01-01,51.73817,-113.11998
ABGP0001520,Active,WEMBLEY 06-19-073-08W6,GP,Wembley,Nuvista Energy Ltd.,0.2% - Kelt Exploration Ltd.; 0.1% - Enerplus Corporation; 37.0% - Canadian Natural Resources Limited; 22.3% - Encana Oil & Gas Co. Ltd.; 1.6% - Wembley Resources Ltd.; 38.8% - Nuvista Energy Ltd.,1986-01-01,55.33594,-119.22119
ABGP0001521,Suspended,GRIMSHAW 11-23-83-23W5,GP,Grimshaw,Canadian Natural Resources Limited,100.0% - Canamax Energy Ltd.,,56.21296,-117.52142
ABGP0001522,Suspended,HAMBURG 12-29-096-11W6,GP,Hamburg,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1985-01-01,57.36084,-119.75787
ABGP0001523,Suspended,ENDIANG GAS PLANT,GP,Provost,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,52.05376,-112.1508
ABGP0001524,Active,MCLEOD RIVER 16-36 GAS PLANT,GP,Mcleod River,Velvet Energy Ltd.,55.1% - Velvet Energy Ltd.; 44.9% - Ish Energy Ltd.,,53.80102,-116.08598
ABGP0001525,Active,JOURNEY PEMBINA BERRYMOOR,GP,Genesee,Journey Energy Inc.,30.1% - Chinook Energy Inc.; 69.9% - Journey Energy Inc.,1981-01-01,53.256,-114.43724
ABGP0001526,Suspended,* POCO SULLIVAN LAKE,GP,Poco Sullivan Lake,Conocophillips Canada Resources Corp.,100.0% - Conocophillips Canada Resources Corp.,,51.99549,-111.84716
ABGP0001527,Active,SYLVAN 05-01-039-01W5 GAS PLANT,GP,Sylvan Lake,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1986-01-01,52.32503,-114.02264
ABGP0001528,Suspended,* POCO MICHICHI,GP,Poco Michichi,Conocophillips Canada Resources Corp.,100.0% - Canadian Natural Resources Limited,,51.63269,-112.2994
ABGP0001529,Suspended,* ENCAL SINCLAIR,GP,Encal Sinclair,Taqa North Ltd.,100.0% - Taqa North Ltd.,,55.23066,-119.72758
ABGP0001530,Active,BORDER MIDSTREAM MAZEPPA,GP,Mazeppa,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,1986-01-01,50.64675,-113.77029
ABGP0001531,Active,MARATHON KAKWA,GP,Kakwa,Husky Oil Operations Limited,42.0% - Husky Oil Operations Limited; 37.0% - Imperial Oil Limited,1980-01-01,54.43794,-118.73967
ABGP0001532,Suspended,HADRIAN BERRY,GP,Berry,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,,51.41418,-111.76606
ABGP0001533,Suspended,* ISH ENERGY MCLEOD,GP,Mcleod,Amber Energy Inc.,100.0% - Amber Energy Inc.,,53.75753,-116.03613
ABGP0001534,Active,GLENCOE CHIGWELL,GP,Morningside,Alphabow Energy Ltd.,100.0% - Alphabow Energy Ltd.,1986-01-01,52.62142,-113.61825
ABGP0001535,Suspended,MAJORVILLE 4-31-18-19W4,GP,Majorville,Canadian Natural Resources Limited,40.0% - Canadian Natural Resources Limited; 20.0% - Husky Oil Operations Limited; 40.0% - Harvest Operations Corp.,,50.55929,-112.6132
ABGP0001536,Active,MANOLA 11-18-059-02W5 GAS PLANT,GP,Manola,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1996-01-01,54.10314,-114.29243
ABGP0001537,Active,STAR POUCE COUPE,GP,Pouce Coupe,Arc Resources Ltd.,50.0% - Arc Resources Ltd.; 50.0% - Canadian Natural Resources Limited,,55.8925,-119.79141
ABGP0001538,Suspended,* ENERGY PROCESSORS PHOENIX,GP,Energy Processors Phoenix,Energy Processors Leasing Ltd.,100.0% - Baytex Energy Ltd.,,52.36856,-115.37771
ABGP0001539,Suspended,HUSKY OIL PROVOST 6-27 (RESCINDED),GP,Provost,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,52.46858,-110.93159
ABGP0001540,Abandoned,BONAVISTA CHIGWELL,GP,Chigwell,Signalta Resources Limited,100.0% - Signalta Resources Limited,,52.574,-113.45036
ABGP0001541,Active,D ENERGY CRAIGMYLE MICHI 13-28-31-16,GP,Craigmyle East,Prairie Provident Resources Canada Ltd.,100.0% - Prairie Provident Resources Canada Ltd.,1985-01-01,51.69091,-112.22251
ABGP0001542,Active,STELLARTON ROWLEY,GP,Rumsey,Ember Resources Inc.,100.0% - Ember Resources Inc.,1986-01-01,51.87991,-112.78938
ABGP0001543,Abandoned,THUNDER LAKE,GP,Thunder Lake,Altagas Ltd.,100.0% - Altagas Ltd.,,54.11746,-114.85506
ABGP0001544,Suspended,ENCAL TINDASTOLL,GP,Tindastoll,Summerland Energy Inc.,100.0% - Summerland Energy Inc.,,52.0844,-114.06418
ABGP0001545,Active,WLE  THUNDER,GP,Thunder Lake East,Axiom Oil And Gas Inc.,54.0% - Axiom Oil And Gas Inc.,1982-01-01,54.25941,-114.58003
ABGP0001546,Suspended,PROVIDENT CESSFORD,GP,Cessford,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,,51.05416,-111.68821
ABGP0001547,Suspended,ATCO GOLDEN SPIKE,GP,Golden Spike,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1999-01-01,53.43029,-113.88863
ABGP0001548,Suspended,KNOPCIK 16-21 GAS PLANT,GP,Acheson,Repsol Oil & Gas Canada Inc.,100.0% - Canadian Natural Resources Limited,,55.3432,-119.46491
ABGP0001549,Active,BONNIE GLEN 09-19-043-25W4 GAS PLANT,GP,Bonnie Glen,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1986-01-01,52.72147,-113.61093
ABGP0001550,Suspended,DEVON POUCE COUPE,GP,Bonanza,Birchcliff Energy Ltd.,100.0% - Birchcliff Energy Ltd.,1987-01-01,55.91796,-119.83718
ABGP0001551,Abandoned,TRIQUEST LEIGE,GP,Triquest Leige,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,,56.80435,-113.15219
ABGP0001552,Suspended,* PARAMOUNT LIEGE,GP,Liege,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,,56.84063,-113.01927
ABGP0001553,Suspended,TALISMAN SUNDANCE,GP,Sundance,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,53.7065,-116.95254
ABGP0001554,Suspended,* AMOCO BIGORAY,GP,Bigoray,Bp Canada Energy Group Ulc,100.0% - Bp Canada Energy Group Ulc,,53.48139,-115.12835
ABGP0001555,Suspended,CRESTAR ELNORA,GP,Crestar Elnora,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,51.94224,-113.23806
ABGP0001556,Active,PANCDN HALKIRK,GP,Halkirk,Logic Energy Ltd.,100.0% - Logic Energy Ltd.,1986-01-01,52.21759,-112.3055
ABGP0001557,Suspended,* STAR POUCE COUPE,GP,Star Pouce Coupe,Rising Star Resources Ltd.,100.0% - Rising Star Resources Ltd.,,55.8744,-119.71321
ABGP0001558,Abandoned,CRESTAR CROSSFIELD,GP,Crestar Crossfield,Conocophillips Canada Energy Partnership,100.0% - Conocophillips Canada Resources Corp.,,51.48385,-114.32094
ABGP0001559,Suspended,CRESTAR CROSSFIELD,GP,Crossfield,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,,51.53483,-114.32674
ABGP0001560,Active,BONAVISTA SPIRIT RIVER,GP,Spirit River,Rising Star Resources Ltd.,50.0% - Rising Star Resources Ltd.,1988-01-01,55.71391,-118.83107
ABGP0001561,Suspended,MCLEOD 16-12-56-14W5,GP,Mcleod River,Cenovus Energy Inc.,43.8% - Ish Energy Ltd.,,53.83016,-115.9371
ABGP0001562,Active,KAYBOB S. 11-19-60-19W5,GP,Pass Creek,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,54.20493,-116.84195
ABGP0001563,Suspended,TALISMAN EDSON,GP,Edson,Repsol Oil & Gas Canada Inc.,100.0% - Repsol Oil & Gas Canada Inc.,,53.65565,-116.78081
ABGP0001564,Abandoned,* SABRE BRAZEAU RIVER,GP,Sabre Brazeau River,Sabre Energy Ltd.,100.0% - Boulder Energy Ltd.,,53.0089,-115.97494
ABGP0001565,Suspended,SHININGBANK NITON,GP,Niton,Taqa North Ltd.,100.0% - Taqa North Ltd.,1987-01-01,53.69211,-115.71228
ABGP0001566,Active,LEEDALE 9-21 GAS PLANT,GP,Leedale West,I3 Energy Canada Ltd.,100.0% - I3 Energy Canada Ltd.,1986-01-01,52.72188,-114.51231
ABGP0001567,Suspended,SUNDANCE 03-29-054-19W5,GP,Sundance,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1986-01-01,53.68848,-116.76856
ABGP0001568,Suspended,* PLACER CEGO ELNORA,GP,Placer Cego Elnora,Conocophillips Canada Resources Corp.,100.0% - Trident Exploration (Alberta) Corp.,,51.92366,-113.02546
ABGP0001569,Abandoned,CRYSTAL 15-35-46-3W5,GP,Crystal,Response Energy Corporation,100.0% - Response Energy Corporation,,53.01599,-114.32487
ABGP0001570,Active,EMBER KELSEY,GP,Kelsey,Ember Resources Inc.,100.0% - Ember Resources Inc.,,52.7907,-112.48632
ABGP0001571,Active,BONAVISTA RYCROFT SYS 2,GP,Rycroft,Rising Star Resources Ltd.,56.0% - Rising Star Resources Ltd.,1987-01-01,55.6995,-118.77933
ABGP0001572,Suspended,NIPISI 12-28-80-9W5,GP,Nipisi,Canadian Natural Resources Limited,31.8% - Canadian Natural Resources Limited; 21.9% - Harvard International Resources Ltd.; 11.6% - Summerland Energy Inc.; 34.7% - Cardinal Energy Ltd.,,55.96536,-115.35437
ABGP0001573,Active,HUSKY DRUMHELLER 4-9  C,GP,Ghost Pine/Rowley,Apogee Petroleum Inc.,100.0% - Apogee Petroleum Inc.,1986-01-01,51.63606,-112.78937
ABGP0001574,Suspended,PENN WEST COMPEER,GP,Compeer,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,51.86897,-110.14362
ABGP0001575,Suspended,POUCE COUPE 11-19-79-11W6,GP,Pouce Coupe,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.86335,-119.71319
ABGP0001576,Active,APL NITON,GP,Niton Junction,Journey Energy Inc.,100.0% - Journey Energy Inc.,1987-01-01,53.72838,-115.60247
ABGP0001577,Active,PINE CREEK 10-23 GAS PLANT,GP,Pine Creek,Bonavista Energy Corporation,39.9% - Enerplus Energy Ltd.; 60.1% - Bonavista Energy Corporation,1987-01-01,53.94292,-116.71096
ABGP0001578,Suspended,SHOULDICE 02-11-020-23W4,GP,Shouldice,Canadian Natural Resources Limited,20.0% - Journey Energy Inc.; 35.0% - Lexin Resources Ltd.; 40.0% - Canadian Natural Resources Limited,1987-01-01,50.6761,-113.08353
ABGP0001579,Suspended,HUSKY MITSUE,GP,Mitsue,Cardinal Energy Ltd.,100.0% - Cardinal Energy Ltd.,2004-01-01,54.9398,-114.34201
ABGP0001580,Abandoned,CYPRESS THORSBY,GP,Thorsby 2,Taqa North Ltd.,100.0% - Petrus Resources Corp.,,53.25248,-114.07187
ABGP0001581,Abandoned,ROWLEY 04-02-34-20W4,GP,Rowley,Conocophillips Canada Resources Corp.,100.0% - Pine Cliff Energy Ltd.,,51.88368,-112.74214
ABGP0001582,Active,NORTHROCK CARROT CREEK 2-26-52-12W5,GP,Carrot Creek,Tahoe Energy Ltd.,78.0% - Tahoe Energy Ltd.,1982-01-01,53.51397,-115.65683
ABGP0001583,Suspended,GILBY  11-20-41-4W5,GP,Gilby,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1987-01-01,52.54676,-114.54441
ABGP0001584,Active,BELAIR PENHOLD,GP,Outlook/Penhold,Del Canada Gp Ltd.,100.0% - Del Canada Gp Ltd.,1988-01-01,52.06139,-113.8822
ABGP0001585,Active,HAYS 11-31-013-14W4,GP,Hays,Canadian Natural Resources Limited,96.0% - Canadian Natural Resources Limited,1988-01-01,50.12981,-111.9066
ABGP0001586,Suspended,TARRAGON GHOST PINE,GP,Trochu,Canstone Energy Ltd.,50.0% - Bumper Development Corporation Ltd.; 50.0% - Trident Exploration (Alberta) Corp.,,51.77816,-113.19082
ABGP0001587,Suspended,VALHALLA 8-30-75-9W6,GP,Valhalla,Surge Energy Inc.,100.0% - Surge Energy Inc.,1987-01-01,55.52505,-119.37403
ABGP0001588,Active,BONAVISTA MANYBERRIES,GP,Manyberries,Lgx Oil + Gas Inc.,89.0% - Lgx Oil + Gas Inc.,,49.41224,-110.61972
ABGP0001589,Suspended,LIEGE 3-29-92-20W4,GP,Liege,Canadian Natural Resources Limited,88.7% - Canadian Natural Resources Limited; 11.3% - Advantage Energy Ltd.,1982-01-01,57.00457,-113.1887
ABGP0001590,Active,BIGSTONE 1-17-26-10W4,GP,Big Stone,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1983-01-01,51.21435,-111.35675
ABGP0001591,Abandoned,MEYER 12-2-70-25W4,GP,Meyer Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1986-01-01,55.03308,-113.71382
ABGP0001592,Active,BURLINGTON GARRINGTON,GP,Garrington,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,1989-01-01,52.18637,-114.73635
ABGP0001593,Suspended,HUSKY RUMSEY 5-35,GP,Rumsey,Westdrum Energy Ltd.,100.0% - Westdrum Energy Ltd.,1988-01-01,51.87268,-112.88377
ABGP0001594,Suspended,* PRECAMBRIAN CHERHILL,GP,Precambrian Cherhill,Enermark Inc.,100.0% - Enermark Inc.,,53.86623,-114.58759
ABGP0001595,Suspended,HUSKY FENN WEST 3-16,GP,Fenn West,Trident Exploration (Alberta) Corp.,100.0% - 2234873 Alberta Ltd.,,52.08668,-112.94835
ABGP0001596,Abandoned,SAMSON RAINBOW LAKE,GP,Basset Lake West,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,,58.37453,-119.04307
ABGP0001597,Suspended,DRUMHELLER 4-1-28-18W4,GP,Drumheller East Coulee Plant,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1988-01-01,51.35983,-112.41619
ABGP0001598,Suspended,PEMBINA 5-35-49-6W5,GP,Berrymoor,Harvest Operations Corp.,100.0% - Spoke Resources Ltd.,,53.27054,-114.7786
