id,status,name,type,plant_name,current_operator,co-owner,constructed_date,latitude,longitude
ABGP0001674,Active,JOURNEY HERRONTON,GP,Herronton,Journey Energy Inc.,100.0% - Journey Energy Inc.,1992-01-01,50.60336,-113.3779
ABGP0001675,Suspended,HUSKY STEWART LAKE 1-23,GP,Stewart Lake,Ember Resources Inc.,10.0% - Bumper Development Corporation Ltd.; 18.0% - Eog Resources Canada Inc.; 72.0% - Ember Resources Inc.,1993-01-01,51.75285,-113.85835
ABGP0001676,Active,MIDWEST LEDUC-WOODBEND,GP,Calmar,Nep Canada Ulc,100.0% - Nep Canada Ulc,1997-01-01,53.24139,-113.83897
ABGP0001677,Suspended,BONAVISTA CESSFORD,GP,Cessford,Journey Energy Inc.,100.0% - Journey Energy Inc.,1970-01-01,50.98873,-111.74052
ABGP0001678,Active,KAKUT 14-12-75-3W6,GP,Kakut,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,55.48862,-118.32679
ABGP0001679,Active,BONAVISTA CHERHILL,GP,Cherhill Solution Gas Conservation,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,53.86254,-114.75504
ABGP0001680,Suspended,SURGE HOTCHKISS,GP,Stowe Creek,Surge Energy Inc.,100.0% - Surge Energy Inc.,1994-01-01,57.06653,-118.03088
ABGP0001681,Active,NORTHROCK DEANNE 5-4,GP,Deane,Taqa North Ltd.,85.4% - Taqa North Ltd.; 14.6% - Westbow Energy Inc.,,52.32488,-115.53337
ABGP0001682,Active,SALESKI 5-8,GP,Thickwood,Sequoia Resources Corp.,62.0% - Sequoia Resources Corp.; 30.0% - Harvest Operations Corp.; 8.0% - Progress Energy Resources Corp.,1985-01-01,56.6152,-112.8462
ABGP0001683,Suspended,DEVON CULP,GP,Culp,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.82337,-117.6326
ABGP0001684,Active,APACHE PROVOST,GP,Provost,Battle River Energy Ltd.,30.0% - Paramount Resources (Acl) Ltd.; 60.0% - Battle River Energy Ltd.; 10.0% - Provident Energy Ltd.,1990-01-01,52.334,-111.35742
ABGP0001685,Suspended,HUSKY CADOTTE 10-34,GP,Simons Lake,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,1989-01-01,56.50279,-116.7522
ABGP0001686,Suspended,WASKAHIGAN WEST  11-14-63-22W5,GP,Waskahigan,Ridgeback Resources Inc.,100.0% - Arc Resources Ltd.,,54.45259,-117.21786
ABGP0001687,Active,D ENERGY WOODRIVER 1-28-43-23W4,GP,Wood River,Ember Resources Inc.,100.0% - Ember Resources Inc.,,52.72873,-113.27246
ABGP0001688,Active,STETTLER 8-24-38-19W4,GP,Beltz Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1993-01-01,52.27983,-112.57945
ABGP0001689,Abandoned,KEYSPAN NORTHSTAR,GP,Northstar,Bonavista Energy Corporation,100.0% - Sydco Energy Inc.,,56.81552,-117.58774
ABGP0001690,Active,HUSKY GALAHAD 1-14,GP,Hastings Coulee,Alphabow Energy Ltd.,100.0% - Alphabow Energy Ltd.,1994-01-01,52.52325,-112.04727
ABGP0001691,Suspended,HUSKY TABER SOUTH,GP,Taber South,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,49.69665,-112.28802
ABGP0001692,Suspended,PARAMOUNT KAYBOB,GP,Kaybob North,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,,54.50712,-116.44261
ABGP0001693,Active,PENGROWTH MCLEOD,GP,Mcleod,Pine Cliff Energy Ltd.,70.0% - Pine Cliff Energy Ltd.,,53.83016,-115.9371
ABGP0001694,Active,SUMMIT CRAIGMYLE,GP,Chain,Tallahassee Exploration Inc.,100.0% - Tallahassee Exploration Inc.,,51.81451,-112.45292
ABGP0001695,Suspended,PANCDN PROVOST,GP,Thompson Lake,Husky Oil Operations Limited,100.0% - Alphabow Energy Ltd.,1993-01-01,52.4758,-111.44118
ABGP0001696,Suspended,BEAR CANYON 1-18-84-12W6,GP,Boundary Lake South,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.2774,-119.87603
ABGP0001697,Active,SHINNING BANK GAS PLANT,GP,Shiningbank,Ish Energy Ltd.,100.0% - Ish Energy Ltd.,1994-01-01,53.82654,-116.38911
ABGP0001698,Active,MIDCOAST PROVOST,GP,Hansman North,Surge Energy Inc.,100.0% - Surge Energy Inc.,1994-01-01,52.43952,-110.31998
ABGP0001699,Suspended,WESTERN FACILITY MANAGMENTFENN-BIG VALLEY,GP,Western Facility Management Fenn-Big Valley,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,52.09024,-112.76383
ABGP0001700,Active,BUCK CREEK FRAC PLANT,GP,Buck Creek Fractionation Plant,Plains Midstream Canada Ulc,100.0% - Plains Midstream Canada Ulc,1958-01-01,53.16142,-114.90048
ABGP0001701,Active,KEYERA FORT SASK FRAC PLANT,GP,Fort Saskatchewan Fractionation Facility,Keyera Energy Ltd.,76.7% - Keyera Energy Ltd.; 21.3% - Plains Midstream Canada Ulc; 2.0% - Exxonmobil Canada Energy,1972-01-01,53.74681,-113.15836
ABGP0001702,Active,GIBSON HARDISTY,GP,Hardisty Liquids Fractionation Plant,Gibson Energy Ulc,100.0% - Gibson Energy Ulc,1982-01-01,52.63257,-111.26761
ABGP0001703,Active,PLAINS FORT SASK FRAC PLANT,GP,Fort Saskatchewan Liquids Storage And Fractionation Plant,Plains Midstream Canada Ulc,100.0% - Plains Midstream Canada Ulc,1972-01-01,53.76145,-113.15822
ABGP0001704,Abandoned,STITTCO KEMP,GP,Kemp River Fractionation Plant,Stittco Energy Limited,100.0% - Nottingham Midstream Limited,,57.5575,-117.5337
ABGP0001705,Suspended,TRISOL CAROLINE,GP,Trisol Caroline,Enerchem International Inc.,100.0% - Taqa North Ltd.,,51.85515,-114.74864
ABGP0001706,Active,DOW FORT SASKATCHEWAN,GP,Fort Saskatchewan De-Ethanization And Fractionation Facility,Dow Chemical Canada Ulc,100.0% - Dow Chemical Canada Ulc,,53.74704,-113.12746
ABGP0001707,Active,PEMBINA INFRA. & LOGISTICS LP FRAC 1,GP,Redwater Fractionation And Storage Facility,Pembina Ngl Corporation,100.0% - Pembina Ngl Corporation,1998-01-01,53.81249,-113.12761
ABGP0001713,Active,VIKING-KINSELLA 13-31-48-12W4,GP,Viking,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,53.18848,-111.75698
ABGP0001714,Suspended,HUSKY GALLOWAY GP SUNDANCE 12-05,GP,Galloway,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,53.63759,-116.9217
ABGP0001715,Active,HUSKY DENY KISKIU SMOKY RIVER 14-09,GP,Kiskiu,Briko Energy Corp.,100.0% - Briko Energy Corp.,2002-01-01,54.00488,-118.24458
ABGP0001716,Suspended,ENCANA PEORIA AND SHANE 06-20,GP,Peoria Shane,Verity Energy Ltd.,100.0% - Topanga Resources Ltd.,,55.59777,-118.27515
ABGP0001717,Suspended,00/05-36-061-18W5 FOX CREEK,GP,Fox Creek,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,,54.31771,-116.5731
ABGP0001718,Active,BERLAND RIVER WEST 14-23-58-26W5,GP,Horse Leland,Canadian Natural Resources Limited,10.0% - Conocophillips Canada Limited; 10.0% - Encana Corporation; 80.0% - Canadian Natural Resources Limited,1999-01-01,54.03376,-117.75789
ABGP0001719,Suspended,ENCANA VERGER 16-07,GP,Verger,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.77394,-111.78487
ABGP0001720,Active,TALISMAN BENSON PEMBINA 08-30,GP,Knob Hill,Inplay Oil Corp.,100.0% - Inplay Oil Corp.,,52.99446,-114.12572
ABGP0001727,Suspended,HUSKY DELIA 1-13,GP,Mckee Lake,Trident Exploration (Alberta) Corp.,100.0% - Tallahassee Exploration Inc.,1984-01-01,51.73815,-112.55936
ABGP0001728,Suspended,PERCY LAKE 4-28-48-10W4,GP,Viking,Pine Cliff Energy Ltd.,100.0% - Pine Cliff Energy Ltd.,,53.16336,-111.4157
ABGP0001729,Abandoned,CALVALLEY RAINBOW,GP,Calvalley Rainbow,Links Northern Resources Ltd.,100.0% - Winter Petroleum Ltd.,,58.59968,-118.61046
ABGP0001730,Active,CARVEL 15-28 GAS PLANT,GP,Carvel,Nep Canada Ulc,100.0% - Nep Canada Ulc,1998-01-01,53.61211,-114.23204
ABGP0001731,Active,BEARSPAW EAST DRUMHELLER 4-30,GP,Drumheller East,Bearspaw Petroleum Ltd.,100.0% - Bearspaw Petroleum Ltd.,,51.50513,-112.67405
ABGP0001732,Active,BONAVISTA TEES,GP,Chigwell,Ember Resources Inc.,100.0% - Ember Resources Inc.,1998-01-01,52.51577,-113.3604
ABGP0001733,Suspended,PENN WEST ESTHER 6-36,GP,Esther,Obsidian Energy Ltd.,100.0% - Obsidian Energy Ltd.,,51.65452,-110.09059
ABGP0001734,Suspended,EYREMORE 16-7-17-18W4,GP,Badger Eyemoor,Sanling Energy Ltd.,100.0% - Sanling Energy Ltd.,,50.42464,-112.45886
ABGP0001735,Suspended,GEORGE 6-32-82-5W6,GP,George,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.15067,-118.74761
ABGP0001736,Abandoned,WORSLEY 4-23-87-5W6,GP,Worsley,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,56.55376,-118.68884
ABGP0001737,Active,APACHE NEVIS 6-24,GP,Alix,Ember Resources Inc.,100.0% - Ember Resources Inc.,,52.36675,-113.18653
ABGP0001738,Suspended,GULF STEEN RIVER 9-17,GP,Steen River,Tallahassee Exploration Inc.,100.0% - Tallahassee Exploration Inc.,1999-01-01,59.59975,-117.39773
ABGP0001739,Active,PCR BANTRY NORTH 1-8,GP,Bantry North,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.67574,-111.76175
ABGP0001740,Active,MUSREAU 4-25-62-6W6,GP,Musreau,Pembina Gas Services Ltd.,100.0% - Pembina Gas Services Ltd.,,54.38698,-118.77154
ABGP0001741,Suspended,SHIININGBANK BLUERIDGE 6-33,GP,Blue Ridge,Taqa North Ltd.,100.0% - Taqa North Ltd.,1999-01-01,54.23044,-115.29208
ABGP0001742,Suspended,ANG ET AL PEMBINA 11-17,GP,Pembina Sweetening Facility,Bonterra Energy Corp.,62.5% - Bonterra Energy Corp.; 25.0% - Signalta Resources Limited; 12.5% - Primewest Energy Inc.,1998-01-01,53.23071,-114.55308
ABGP0001743,Suspended,HUSKY PROVOST 2-31,GP,Provost,Husky Oil Operations Limited,100.0% - Altagas Ltd.,,51.69442,-111.54945
ABGP0001744,Suspended,COPAREX CLAYHURST GAS PLANT,GP,Clayhurst,Distinction Energy Corp.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1996-01-01,56.19828,-118.65631
ABGP0001745,Suspended,00/11-02-056-02W5 CARDIFF GP,GP,Alexander,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,,53.81212,-114.19085
ABGP0001746,Active,SPECTRA POUCE COUPE 5-23 GAS PLANT,GP,Pouce Coupe,Northriver Midstream Inc.,100.0% - Northriver Midstream Inc.,,55.94703,-119.92836
ABGP0001747,Active,PENGROWTH BRENT 5-11 GAS PLANT,GP,Brent,Alphabow Energy Ltd.,100.0% - Alphabow Energy Ltd.,1999-01-01,51.90176,-111.60852
ABGP0001748,Suspended,CROOKED LAKE 6-5-63-22W5,GP,Crooked Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1999-01-01,54.41986,-117.29377
ABGP0001749,Suspended,NORTHROCK GIROUXVILLE 12-28,GP,Girouxville East,Taqa North Ltd.,100.0% - Long Run Exploration Ltd.,1999-01-01,55.61599,-117.36081
ABGP0001750,Suspended,* IMPERIAL INJECTION,GP,Imperial Injection,Imperial Oil Resources Limited,100.0% - Imperial Oil Resources Limited,,53.04881,-113.91788
ABGP0001751,Active,DEANNE 03-06-039-11W5,GP,Strachan Deanne,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,1999-01-01,52.32115,-115.57545
ABGP0001752,Suspended,FALHER 4-21-78-23W5,GP,Falher,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,55.76863,-117.51574
ABGP0001753,Active,HUSKY STEELE BOLLOQUE 4-26,GP,Steel Bolloque,Sequoia Resources Corp.,100.0% - Sequoia Resources Corp.,1987-01-01,54.56002,-113.83349
ABGP0001754,Reclamation Certified,TERRAQUEST TWOG BOW ISLAND 9-5,GP,Terraquest Twog Bow Island,Zargon Oil & Gas Ltd.,100.0% - Novus Energy Inc.,,49.79461,-111.45249
ABGP0001755,Suspended,DEVON BERWYN GAS PLANT,GP,Berwyn,Long Run Exploration Ltd.,75.0% - Long Run Exploration Ltd.; 25.0% - Masters Energy Inc.,2000-01-01,56.15061,-117.91934
ABGP0001756,Suspended,AEC WEST HYTHE 14-18,GP,Aec West Hythe,Encana Western Resources Ltd.,100.0% - Veresen Midstream General Partner Inc.,,55.41237,-119.83645
ABGP0001757,Suspended,HUSKY GALLOWAY 12-5,GP,Husky Galloway,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,,53.63759,-116.9217
ABGP0001758,Active,WORSLEY GAS PLANT 8-21,GP,Worsley,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,,56.55738,-119.36149
ABGP0001759,Active,ANSELL 7-27-51-19W5,GP,Ansell,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1988-01-01,53.43031,-116.71311
ABGP0001760,Suspended,AEC EAST CYPRESS 8-3,GP,Aec East Cypress,Ovintiv Canada Ulc,100.0% - Spartan Delta Corp.,,49.52929,-110.05307
ABGP0001761,Active,LOUIS BULL 03-18-045-25W4 GAS PLANT,GP,Louis Bull,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,1999-01-01,52.87437,-113.62292
ABGP0001764,Suspended,OLYMPIA WILDCAT HILLS,GP,Olympia Wildcat Hills,Manitok Energy Inc.,100.0% - Persist Oil And Gas Inc.,,51.21796,-114.63832
ABGP0001765,Suspended,BEARSPAW MARLOWE 1-28,GP,Marlowe,Tallahassee Exploration Inc.,100.0% - Tallahassee Exploration Inc.,1999-01-01,59.62166,-117.71396
ABGP0001766,Active,PEYTO OLDMAN 11-17,GP,Oldman,Peyto Exploration & Development Corp.,100.0% - Peyto Exploration & Development Corp.,1999-01-01,53.75393,-117.08878
ABGP0001767,Suspended,PARAMOUNT SOUTH LIEGE GAS PLANT,GP,Liege South,Athabasca Oil Corporation,100.0% - Athabasca Oil Corporation,1985-01-01,56.83344,-113.10558
ABGP0001768,Active,NAL STURGEON LAKE GAS PLANT,GP,Sturgeon Lake South,Whitecap Resources Inc.,50.0% - Whitecap Resources Inc.; 50.0% - Conocophillips Canada Resources Corp.,1985-01-01,54.96489,-117.65894
ABGP0001769,Suspended,ENCOUNTER KEHO GAS PLANT,GP,Iron Springs,Tamarack Acquisition Corp.,100.0% - Tamarack Acquisition Corp.,2000-01-01,49.81276,-112.83786
ABGP0001770,Suspended,ALTAGAS KIRKPATRICK LAKE GAS PLANT,GP,Kirkpatrick Lake,Altagas Ltd.,100.0% - Altagas Ltd.,,51.77087,-111.41942
ABGP0001771,Suspended,MCLEAN CREEK 11-5-76-22W5 PLANT,GP,Girouxville East,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,,55.5578,-117.3803
ABGP0001772,Suspended,VICTORIA MULLIGAN 16-6 GAS PLANT,GP,Victoria Mulligan,Victoria Gas Ltd.,100.0% - Victoria Gas Ltd.,,55.99795,-119.23056
ABGP0001773,Suspended,PENGROWTH NIPISI 4-8,GP,Nipisi,Anterra Energy Inc.,100.0% - Summerland Energy Inc.,,55.82714,-115.22382
ABGP0001774,Active,CABRE JOARCAM 6-29,GP,Joarcam,Enerplus Corporation,100.0% - Enerplus Corporation,2000-01-01,53.25608,-113.04063
ABGP0001775,Active,WEST CULP 5-34-78-25W5,GP,West Culp,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.80139,-117.79997
ABGP0001776,Active,DEFIANT ENERGY SUNSET PLANT 6-22,GP,Sunset B,Enercapita Energy Ltd.,100.0% - Enercapita Energy Ltd.,1999-01-01,55.07408,-116.96612
ABGP0001777,Active,BURLINGTON RESTHAVEN 1-36,GP,Resthaven,Cenovus Energy Inc.,50.0% - Cenovus Energy Inc.; 50.0% - Paramount Resources Ltd.,2000-01-01,54.22681,-118.30331
ABGP0001778,Suspended,ATCO WIDEWATER GAS PLANT 6-8,GP,Widewater,Ipc Canada Ltd.,100.0% - Ipc Canada Ltd.,2001-01-01,55.30692,-115.04347
ABGP0001779,Suspended,CAMPUS ESTHER,GP,Esther,Campus Energy Partners Operations Inc.,100.0% - Campus Energy Partners Operations Inc.,2000-01-01,51.65089,-110.19089
ABGP0001780,Suspended,KELT COPTON GP 11-25,GP,Grande Cache,Kelt Exploration Ltd.,100.0% - Kelt Exploration Ltd.,2000-01-01,54.13224,-119.21528
ABGP0001781,Suspended,CONCO SUTTON 03-31,GP,Sutton,Bonavista Energy Corporation,100.0% - Sydco Energy Inc.,,56.93193,-118.15145
ABGP0001782,Active,PCP COUNTESS,GP,Scandia,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,1997-01-01,50.5011,-112.22379
ABGP0001783,Suspended,DOMINION EAST BRUCE 10-01,GP,Bruce East,1333002 Alberta Ltd.,100.0% - Sequoia Resources Corp.,,53.11422,-112.05992
ABGP0001784,Suspended,MONOLITH RED WILLOW 7-26,GP,Red Willow,Obsidian Energy Ltd.,25.0% - Crew Energy Inc.; 75.0% - Obsidian Energy Ltd.,1995-01-01,52.3813,-112.19718
ABGP0001785,Suspended,AEC OIL & GAS MARTAIN HILLS,GP,Marten Creek,Axiom Oil And Gas Inc.,100.0% - Axiom Oil And Gas Inc.,,55.64488,-114.65784
ABGP0001786,Active,BP CANADA CALLUM CREEK 2-24,GP,Callum Creek,Lexin Resources Ltd.,100.0% - Lexin Resources Ltd.,2001-01-01,50.00702,-114.14606
ABGP0001787,Suspended,NCE PEMBINA 10-14,GP,Warburg,Bonavista Energy Corporation,100.0% - Bonavista Energy Corporation,2001-01-01,53.14326,-114.32777
ABGP0001788,Active,WATTS EAST 2-4-31-15W4,GP,Watts East,Canadian Natural Resources Limited,85.0% - Canadian Natural Resources Limited; 15.0% - Nal Resources Limited,,51.62177,-112.06911
ABGP0001789,Suspended,HADRIAN HIGHVALE 7-14,GP,Hadrian Highvale,Nep Canada Ulc,30.0% - Zargon Oil & Gas Ltd.; 70.0% - Nep Canada Ulc,2001-01-01,53.48866,-114.47773
ABGP0001790,Suspended,AEC HARO 13-17,GP,Haro 2,Long Run Exploration Ltd.,100.0% - Long Run Exploration Ltd.,2000-01-01,57.85878,-118.29785
ABGP0001791,Active,TRILOGY CLOVER 9-34 PLANT #2,GP,Para Clover Plant 2,Paramount Resources Ltd.,21.8% - Canadian Natural Resources Limited; 78.2% - Paramount Resources Ltd.,2001-01-01,54.23406,-116.60467
ABGP0001792,Suspended,VERMILION PEORIA 6-20,GP,Peoria,Advantage Energy Ltd.,100.0% - Questfire Energy Corp.,,55.59777,-118.27515
ABGP0001793,Suspended,BIRCHCLIFF RYCROFT 07-02,GP,Rycroft,Birchcliff Energy Ltd.,100.0% - Birchcliff Energy Ltd.,,55.64148,-118.50149
ABGP0001794,Active,EVI 1 -04-36-086-11 W5M,GP,Evi,Spoke Resources Ltd.,100.0% - Spoke Resources Ltd.,1994-01-01,56.49556,-115.60551
ABGP0001795,Suspended,00/16-31-052-21W5 MED LODGE GP,GP,Medicine Lodge,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,,53.53924,-117.0755
ABGP0001796,Suspended,AEC PELICAN GRANOR NEZZ 07-09,GP,Granor Nezz,Cenovus Energy Inc.,100.0% - Canadian Natural Resources Limited,,56.17903,-112.78101
ABGP0001797,Active,SHAMAN FENN BIG VALLEY GAS PLANT 15-22,GP,Fenn-Big Valley,2234873 Alberta Ltd.,100.0% - 2234873 Alberta Ltd.,1991-01-01,52.02457,-112.77599
ABGP0001798,Active,NARRAWAY 10-08-062-10W6,GP,Narraway,Canadian Natural Resources Limited,81.0% - Canadian Natural Resources Limited,2001-01-01,54.35029,-119.45935
ABGP0001799,Abandoned,HUSKY OVERCHEM MITSUE 11-32,GP,Overlea,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,1998-01-01,55.28129,-114.42819
ABGP0001800,Active,AEC SUFFEILD A2 SOLUTION GAS PLANT FACILITY 16-15,GP,Suffield A2 Station,Ipc Canada Ltd.,100.0% - Ipc Canada Ltd.,1980-01-01,50.70148,-111.02323
ABGP0001801,Suspended,DEVON ELMWORTH 4-8,GP,Wapiti Deep Cut,Canadian Natural Resources Limited,28.5% - Devon Canada Corporation; 34.9% - Canadian Natural Resources Limited; 25.5% - Conocophillips Canada (Brc) Ltd.; 3.1% - Enermark Inc.; 0.7% - Husky Oil Operations Limited; 0.7% - Petro-Canada; 6.7% - Talisman Energy Inc.,1985-01-01,54.95425,-119.19223
ABGP0001802,Suspended,ELMWORTH 4-8-70-11W6,GP,Elmworth Deep Cut,Cenovus Energy Inc.,87.0% - Conocophillips Canada Resources Corp.,1978-01-01,55.0415,-119.63099
ABGP0001803,Suspended,PENGROWTH JUDY CREEK,GP,Judy Creek Ethane Stripping Plant,Accel Canada Holdings Limited,43.1% - Conifer Energy Inc.,1985-01-01,54.57231,-115.52295
ABGP0001804,Suspended,* SHELL WATERTON,GP,Shell Waterton,Shell Canada Limited,100.0% - Shell Canada Limited,,49.30728,-113.99976
ABGP0001805,Suspended,CRESTAR WEMBLEY EXPANDER,GP,Wembley Ethane Stripping,Cenovus Energy Inc.,100.0% - Conocophillips Canada Resources Corp.,,55.33594,-119.22119
ABGP0001806,Suspended,CHEVRON KAYBOB,GP,Chevron Kaybob,Bp Canada Energy Group Ulc,100.0% - Energy Transfer Canada Ulc,,54.09609,-116.61698
ABGP0001807,Suspended,* CONOCO PECO,GP,Peco,Cenovus Energy Inc.,100.0% - Cenovus Energy Inc.,,53.20152,-116.21667
ABGP0001808,Suspended,* CHEVRON BRAZEAU RIVER,GP,Chevron Brazeau River,Keyera Energy Ltd.,100.0% - Keyera Energy Ltd.,,53.19052,-115.63812
ABGP0001809,Suspended,* AMOCO ELLERSLIE,GP,Amoco Ellerslie,Bp Canada Energy Group Ulc,100.0% - Altagas Ltd.,,53.4559,-113.48868
ABGP0001810,Abandoned,* CHEVRON ACHESON,GP,Chevron Acheson,Chevron Canada Limited,100.0% - Tidewater Midstream And Infrastructure Ltd.,,53.54673,-113.73491
ABGP0001811,Suspended,SOLEX HARMATTAN-ELKTON,GP,Solex Harmattan-Elkton,Taylor Processing Inc.,100.0% - Altagas Ltd.,,51.68774,-114.47718
ABGP0001831,Suspended,HUSKY BOYER HAIG RIVER STEEN 01-17,GP,Haig River,Husky Oil Operations Limited,100.0% - Husky Oil Operations Limited,1980-01-01,58.10967,-118.11463
ABGP0001832,Suspended,DAWSON 8-26-79-16W5,GP,Dawson,Canadian Natural Resources Limited,76.9% - Canadian Natural Resources Limited,2001-01-01,55.8746,-116.37949
ABGP0001833,Suspended,ALTAGAS BALCKFOOT 13-29,GP,Blackfoot,Altagas Ltd.,100.0% - Altagas Ltd.,,50.90522,-113.30271
ABGP0001834,Suspended,SPIRE OYEN 08-04,GP,Oyen,Canlin Resources Partnership,,,51.45076,-110.64085
ABGP0001836,Active,D ENERGY BENTON 10-18-29-3W4,GP,Benton,Canlin Resources Partnership,,,51.48345,-110.41231
ABGP0001837,Suspended,ALTAGAS NAMAKA BLACKFOOT #2 13-29,GP,Namaka Blackfoot 2 South,Altagas Ltd.,100.0% - Altagas Ltd.,,50.90522,-113.30271
ABGP0001838,Suspended,MBOG RED EARTH 2-23-88-8W5 GAS PLANT,GP,Red Earth,Surge Energy Inc.,100.0% - Surge Energy Inc.,1984-01-01,56.64099,-115.155
ABGP0001839,Suspended,PANCANADIAN VERGER 16-20,GP,Verger,Torxen Energy Ltd.,100.0% - Torxen Energy Ltd.,,50.80303,-111.90029
ABGP0001840,Active,PENN WEST VISTA CREEK 15-10,GP,Vista Creek,Direct Oil & Gas Inc.,100.0% - Direct Oil & Gas Inc.,2001-01-01,57.32079,-118.06499
ABGP0001841,Active,BERLAND SWEET PLANT  14-15-59-24W5,GP,Berland Sweet Plant,Tourmaline Oil Corp.,44.0% - Tourmaline Oil Corp.; 56.0% - Cenovus Energy Inc.,2002-01-01,54.10681,-117.51672
ABGP0001842,Suspended,WILLIAMS EXTRACTION PLANT 1-1-92-9W4,GP,Williams Extraction Plant,Inter Pipeline Offgas Ltd.,100.0% - Inter Pipeline Offgas Ltd.,,56.9464,-111.29688
ABGP0001843,Abandoned,DENISON KNAPPEN 15-29,GP,Denison Knappen,Journey Energy Inc.,100.0% - Crimson Oil & Gas Ltd.,,49.07011,-111.43908
ABGP0001844,Suspended,KNAPPEN16-29,GP,Knappen,Journey Energy Inc.,100.0% - Journey Energy Inc.,,49.0701,-111.4336
ABGP0001845,Active,00/01-16-075-01W6 KAKUT GP SWEET,GP,Kakut,Sinopec Daylight Energy Ltd.,100.0% - Sinopec Daylight Energy Ltd.,2000-01-01,55.49245,-118.08133
ABGP0001846,Suspended,CONOCO ATLEE-BUFFALO 09-13,GP,Atlee Buffalo,West Lake Energy Corp.,100.0% - West Lake Energy Corp.,2000-01-01,50.78517,-110.83855
ABGP0001847,Abandoned,VERMILLION EAGLESHAM 102/10-01,GP,Vermillion Eaglesham,Vermilion Energy Inc.,100.0% - Vermilion Energy Inc.,,55.64507,-117.73583
ABGP0001848,Suspended,HUSKY RAINBOW 14-03,GP,Rainbow,Winter Petroleum Ltd.,100.0% - Winter Petroleum Ltd.,,58.52712,-118.40844
ABGP0001849,Active,ROCHESTER 11-9-62-24W4,GP,Armstrong Lake,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,1996-01-01,54.35026,-113.54101
ABGP0001850,Suspended,ATLEE-BUFFALO 4-23-20-9W4,GP,Jenner,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,50.70509,-111.15564
ABGP0001851,Suspended,GRANUM 12-19-11-25W4,GP,Granum,Conocophillips Canada Resources Corp.,100.0% - Canadian Natural Resources Limited,,49.92628,-113.41032
ABGP0001852,Suspended,BERKLEY PUSKWASKAU,GP,Berkley Puskwaskau,Canadian Natural Resources Limited,100.0% - Canadian Natural Resources Limited,,55.33962,-118.11246
ABGP0001853,Active,BIGSTONE PLANT 100/14-28-059-22W5 GP,GP,Bigstone,Repsol Oil & Gas Canada Inc.,64.2% - Repsol Oil & Gas Canada Inc.; 26.4% - Distinction Energy Corp.; 7.9% - Conocophillips Canada Limited; 1.5% - Canadian Natural Resources Limited,1996-01-01,54.1359,-117.24181
ABGP0001854,Active,TRILOGY TWO CREEK,GP,Two Creeks,Paramount Resources Ltd.,100.0% - Paramount Resources Ltd.,1996-01-01,54.41981,-116.35464
ABGP0001855,Active,SEAL 09-15-084-14W5 GAS PLANT,GP,Slave,Tidewater Midstream And Infrastructure Ltd.,100.0% - Tidewater Midstream And Infrastructure Ltd.,,56.28473,-116.11304
ABGP0001856,Suspended,* PANCDN PROVOST-DAVID,GP,Provost-David,Cenovus Energy Inc.,100.0% - West Lake Energy Corp.,,52.42486,-110.36801
ABGP0001857,Active,RENAISSANCE BLOOD NORTH 16-35,GP,Blood North,Tamarack Acquisition Corp.,100.0% - Tamarack Acquisition Corp.,1994-01-01,49.52128,-112.85553
