id,licensed_capacity_of_raw_gas_mcf/d,licensed_capacity_of_sales_gas_mcf/d,licensed_capacity_of_ethane_c2_bbl/d,licensed_capacity_of_ethane_plus_c2+_bbl/d,licensed_capacity_of_propane_c3_bbl/d,licensed_capacity_of_butane_c4_bbl/d,licensed_capacity_of_pentane_plus_c5+_bbl/d,licensed_capacity_of_ngl_bbl/d,licensed_capacity_of_lpg_bbl/d,licensed_capacity_of_sulphur_ton/d,design_capacity_of_raw_gas_mcf/d,design_capacity_of_sales_gas_mcf/d,design_capacity_of_oil_bbl/d,design_capacity_of_ethane_c2_bbl/d,design_capacity_of_propane_c3_bbl/d,design_capacity_of_butane_c4_bbl/d,design_capacity_of_pentane_plus_c5+_bbl/d,design_capacity_of_ngl_bbl/d,design_capacity_of_sulphur_ton/d
ABGP0139294,59999.61,58159.72,0.0,0.0,0.0,0.0,680.89,,3136.37,,,,,,,,,,
ABGP0139501,160010.74,159269.13,0.0,0.0,0.0,0.0,1860.8,,305.2,,,,,,,,,,
ABGP0140036,119999.22,118860.33,0.0,0.0,0.0,0.0,3354.1,,1032.03,,,,,,,,,,
ABGP0140178,20000.11,4927.1,0.0,0.0,0.0,0.0,0.0,,4326.35,,,,,,,,,,
ABGP0140267,284035.83,270015.91,0.0,0.0,0.0,0.0,0.0,,11094.33,,247202.64,247202.64,,,,,,7929.02,
ABGP0140277,0.35,0.35,38399.09,,48883.01,23170.35,15008.49,,,,,,,,,,,,
ABGP0140439,75043.66,74302.05,0.0,0.0,0.0,0.0,10125.23,,2901.01,,,,,,,,,,
ABGP0140643,394217.58,380698.06,0.0,0.0,0.0,0.0,1866.47,,10832.55,,74619.88,74619.88,,,,,,1296.33,
ABGP0140842,59893.67,53325.14,0.0,0.0,0.0,0.0,2257.88,,736.27,,,,,,,,,,
ABGP0140979,114998.67,112300.63,0.0,0.0,0.0,0.0,1103.77,,258.64,,,,,,,,,,
ABGP0142406,50005.56,44814.31,0.0,0.0,0.0,0.0,0.0,,1837.52,,,,,,,,,,
ABGP0142505,296099.32,253234.38,0.0,14473.6,0.0,0.0,3837.39,,5836.64,,7239.51,,,15102.89,,,,,
ABGP0143117,3990.56,3955.24,0.0,0.0,0.0,0.0,0.0,,1.89,,,,,,,,,,
ABGP0143189,37115.71,,,,,,,,,,,,,,,,,,
ABGP0143633,0.35,0.35,38399.09,,48883.01,23170.35,15008.49,,,,,,,,,,,,
ABGP0144505,60034.93,60034.93,,,,,7551.44,,,,,,,,,,,,
ABGP0144581,21895.09,21506.63,0.63,312.13,33.35,62.93,215.85,,312.13,,,,,,,,,,
ABGP0145129,298681.17,274542.54,0.0,15224.97,0.0,0.0,0.0,,0.0,,,,,,,,,,
ABGP0145222,10064.68,9888.11,0.0,0.0,0.0,0.0,77.4,,0.0,,,,,,,,,,
ABGP0145469,9926.95,7239.51,,,,,,,1566.92,,,,,,,,,,
ABGP0146250,14832.16,14825.1,0.0,0.0,0.0,0.0,7.55,,3.78,0.0,,,,,,,,,
ABGP0147725,490789.05,396371.77,24681.89,0.0,15580.52,8663.39,11018.82,,12005.54,53.57,,,,,,,,,
ABGP0147748,47392.28,43269.64,0.0,0.0,0.0,0.0,627.4,,509.72,,,,,,,,,,
ABGP0148152,100177.1,98054.69,0.0,0.0,0.0,0.0,1879.05,,0.0,,,,,,,,,,
ABGP0148981,576017.46,532015.39,0.0,0.0,0.0,0.0,0.0,,20281.92,,,,,,,,,,
ABGP0149002,22954.53,22477.78,,,,,,,,,,,,,,,,,
ABGP0149088,18010.48,13437.23,0.0,0.0,0.0,0.0,137.18,,0.0,,,,,,,,,,
ABGP0150177,176.93,158.92,,,,,,,,,,,,,,,,,
ABGP0150355,299998.06,271075.35,,,,,32408.28,,7727.64,,,,,,,,,,
ABGP0150386,200004.59,173077.16,,,,,34969.48,,10194.45,,,,,,,,,,
ABGP0150704,200092.88,190028.2,0.0,0.0,0.0,0.0,17991.32,,3083.51,,,,,,,,,,
ABGP0151188,184695.68,155384.51,2831.79,0.0,0.0,0.0,11364.92,,5506.26,542.34,,,,,,,,,
ABGP0152315,109993.17,85103.75,0.0,0.0,0.0,0.0,14406.9,,11531.05,,,,,,,,,,
ABGP0153429,199617.19,197334.8,0.0,0.0,0.0,0.0,50028.32,,0.0,,,,,,,,,,
ABGP0153753,34184.59,19952.78,0.0,400.23,0.63,74.26,325.34,,400.23,,,,,,,,,,
ABGP0154540,121694.33,113925.1,0.0,0.0,0.0,0.0,239.13,,75.51,,,,,,,,,,
ABGP0154913,9994.05,9817.48,0.0,0.0,0.0,0.0,0.0,,251.71,,,,,,,,,,
ABGP0155173,119999.22,4145.94,0.0,0.0,0.0,0.0,1753.19,,617.96,,,,,,,,,,
ABGP0155556,119999.22,4145.94,0.0,0.0,0.0,0.0,1753.19,,617.96,,,,,,,,,,
ABGP0156241,170004.79,154996.05,0.0,0.0,0.0,0.0,30016.99,,2636.71,,,,,,,,,,
ABGP0156644,4484.96,3.53,0.63,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,
ABGP0156929,50146.82,35314.66,943.93,0.0,6607.51,2517.15,943.93,,0.0,,,,,,,,,,
ABGP0157262,2648.6,2472.03,0.0,0.0,0.0,0.0,0.0,,62.93,,,,,,,,,,
ABGP0157570,170004.79,154996.05,0.0,0.0,0.0,0.0,30016.99,,2636.71,,,,,,,,,,
ABGP0158090,21895.09,21506.63,0.63,312.13,33.35,62.93,215.85,,312.13,,,,,,,,,,
ABGP0158167,22036.35,22022.22,0.0,0.0,0.0,0.0,0.0,,35.87,,,,,,,,,,
ABGP0158517,19952.78,,,,,,,,,,,,,,,,,,
ABGS0131512,,,,,,,,,,,,,,,,,,,
F10154,,,,,,,,,,,,,,,,,,,
F10347,,,,,,,,,,,,,,,,,,,
F10587,,,,,,,,,,,,,,,,,,,
F10656,,,,,,,,,,,,,,,,,,,
F1075,,,,,,,,,,,,,,,,,,,
F11440,,,,,,,,,,,,,,,,,,,
F11503,,,,,,,,,,,,,,,,,,,
F11719,,,,,,,,,,,,,,,,,,,
F12192,,,,,,,,,,,,,,,,,,,
F12196,,,,,,,,,,,,,,,,,,,
F12453,,,,,,,,,,,,,,,,,,,
F12763,,,,,,,,,,,,,,,,,,,
F13681,,,,,,,,,,,,,,,,,,,
F14143,,,,,,,,,,,,,,,,,,,
F14148,,,,,,,,,,,,,,,,,,,
F15561,,,,,,,,,,,,,,,,,,,
F15562,,,,,,,,,,,,,,,,,,,
F15818,,,,,,,,,,,,,,,,,,,
F1585,,,,,,,,,,,,,,,,,,,
F16239,,,,,,,,,,,,,,,,,,,
F16248,,,,,,,,,,,,,,,,,,,
F16616,,,,,,,,,,,,,,,,,,,
F17063,,,,,,,,,,,,,,,,,,,
F17656,,,,,,,,,,,,,,,,,,,
F17768,,,,,,,,,,,,,,,,,,,
F18647,,,,,,,,,,,,,,,,,,,
F1910,,,,,,,,,,,,,,,,,,,
F20262,,,,,,,,,,,,,,,,,,,
F20554,,,,,,,,,,,,,,,,,,,
F21213,,,,,,,,,,,,,,,,,,,
F21349,,,,,,,,,,,,,,,,,,,
F21521,,,,,,,,,,,,,,,,,,,
F21708,,,,,,,,,,,,,,,,,,,
F21809,,,,,,,,,,,,,,,,,,,
F21978,,,,,,,,,,,,,,,,,,,
F21988,,,,,,,,,,,,,,,,,,,
F22204,,,,,,,,,,,,,,,,,,,
F22293,,,,,,,,,,,,,,,,,,,
F22391,,,,,,,,,,,,,,,,,,,
F22473,,,,,,,,,,,,,,,,,,,
F22636,,,,,,,,,,,,,,,,,,,
F22646,,,,,,,,,,,,,,,,,,,
F22649,,,,,,,,,,,,,,,,,,,
F22753,,,,,,,,,,,,,,,,,,,
F23308,,,,,,,,,,,,,,,,,,,
F23325,,,,,,,,,,,,,,,,,,,
F23365,,,,,,,,,,,,,,,,,,,
F23426,,,,,,,,,,,,,,,,,,,
F23641,,,,,,,,,,,,,,,,,,,
F23715,,,,,,,,,,,,,,,,,,,
F23758,,,,,,,,,,,,,,,,,,,
F25129,,,,,,,,,,,,,,,,,,,
F25270,,,,,,,,,,,,,,,,,,,
F25751,,,,,,,,,,,,,,,,,,,
F25762,,,,,,,,,,,,,,,,,,,
F26055,,,,,,,,,,,,,,,,,,,
F26094,,,,,,,,,,,,,,,,,,,
F26215,,,,,,,,,,,,,,,,,,,
F26605,,,,,,,,,,,,,,,,,,,
F26916,,,,,,,,,,,,,,,,,,,
F27398,,,,,,,,,,,,,,,,,,,
F27499,,,,,,,,,,,,,,,,,,,
F28030,,,,,,,,,,,,,,,,,,,
F2819,,,,,,,,,,,,,,,,,,,
F28630,,,,,,,,,,,,,,,,,,,
F28885,,,,,,,,,,,,,,,,,,,
F29476,,,,,,,,,,,,,,,,,,,
F30364,,,,,,,,,,,,,,,,,,,
F31447,,,,,,,,,,,,,,,,,,,
F32021,,,,,,,,,,,,,,,,,,,
F32236,,,,,,,,,,,,,,,,,,,
F33103,,,,,,,,,,,,,,,,,,,
F33308,,,,,,,,,,,,,,,,,,,
F33770,,,,,,,,,,,,,,,,,,,
F33788,,,,,,,,,,,,,,,,,,,
F34295,,,,,,,,,,,,,,,,,,,
F34651,,,,,,,,,,,,,,,,,,,
F34660,,,,,,,,,,,,,,,,,,,
F34667,,,,,,,,,,,,,,,,,,,
F34775,,,,,,,,,,,,,,,,,,,
F35633,,,,,,,,,,,,,,,,,,,
F3576,,,,,,,,,,,,,,,,,,,
F35792,,,,,,,,,,,,,,,,,,,
F36067,,,,,,,,,,,,,,,,,,,
F36770,,,,,,,,,,,,,,,,,,,
F36921,,,,,,,,,,,,,,,,,,,
F37475,,,,,,,,,,,,,,,,,,,
F3803,,,,,,,,,,,,,,,,,,,
F38601,,,,,,,,,,,,,,,,,,,
F38618,,,,,,,,,,,,,,,,,,,
F38695,,,,,,,,,,,,,,,,,,,
F38961,,,,,,,,,,,,,,,,,,,
F39494,,,,,,,,,,,,,,,,,,,
F39544,,,,,,,,,,,,,,,,,,,
F39978,,,,,,,,,,,,,,,,,,,
F40715,,,,,,,,,,,,,,,,,,,
F41364,,,,,,,,,,,,,,,,,,,
F41472,,,,,,,,,,,,,,,,,,,
F42647,,,,,,,,,,,,,,,,,,,
F4277,,,,,,,,,,,,,,,,,,,
F44349,,,,,,,,,,,,,,,,,,,
F44452,,,,,,,,,,,,,,,,,,,
F44540,,,,,,,,,,,,,,,,,,,
F45791,,,,,,,,,,,,,,,,,,,
F46093,,,,,,,,,,,,,,,,,,,
F4696,,,,,,,,,,,,,,,,,,,
F48440,,,,,,,,,,,,,,,,,,,
F48558,,,,,,,,,,,,,,,,,,,
F48869,,,,,,,,,,,,,,,,,,,
F48977,,,,,,,,,,,,,,,,,,,
F49125,,,,,,,,,,,,,,,,,,,
F49491,,,,,,,,,,,,,,,,,,,
F49927,,,,,,,,,,,,,,,,,,,
F50344,,,,,,,,,,,,,,,,,,,
F50809,,,,,,,,,,,,,,,,,,,
F50893,,,,,,,,,,,,,,,,,,,
F51046,,,,,,,,,,,,,,,,,,,
F5138,,,,,,,,,,,,,,,,,,,
F51486,,,,,,,,,,,,,,,,,,,
F51503,,,,,,,,,,,,,,,,,,,
F51712,,,,,,,,,,,,,,,,,,,
F52071,,,,,,,,,,,,,,,,,,,
F52081,,,,,,,,,,,,,,,,,,,
F52084,,,,,,,,,,,,,,,,,,,
F52217,,,,,,,,,,,,,,,,,,,
F52228,,,,,,,,,,,,,,,,,,,
F52235,,,,,,,,,,,,,,,,,,,
F5659,,,,,,,,,,,,,,,,,,,
F6011,,,,,,,,,,,,,,,,,,,
F7444,,,,,,,,,,,,,,,,,,,
F8929,,,,,,,,,,,,,,,,,,,
F8965,,,,,,,,,,,,,,,,,,,
F9688,,,,,,,,,,,,,,,,,,,
BCGP0000160,,,,,,,,,,,565034.6,565034.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0000298,,,,,,,,,,,,,,,,,,,
BCGP0000303,9040.55,7945.8,,,,,,,,0.01,0.0,4999.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0000317,14125.86,0.0,,,,,500.28,,,,10594.4,12183.56,,,,,,,
BCGP0000322,102059.37,100046.44,,,,,,,,0.44,99999.82,95349.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0000437,1003889.91,853308.19,,,,,,,,742.96,879999.72,749999.74,0.0,0.0,0.0,0.0,0.0,0.0,352.74
BCGP0000438,,,,,,,,,,0.66,,,,,,,,,
BCGP0000439,680266.34,620266.73,,,1227.11,2076.65,6638.98,,,616.19,819999.75,740000.04,0.0,0.0,1132.72,1510.29,11327.17,16007.8,606.27
BCGP0000440,,,,,,,,,,6.61,,,,,,,,,
BCGP0000442,560231.81,441186.08,,,,,,,,2204.62,575063.96,451074.18,0.0,0.0,0.0,0.0,0.0,0.0,2204.62
BCGP0000445,11018.17,8263.63,,,755.14,,,,,1.1,,,,,,,,,
BCGP0000457,,,,,,,,,,,,,,,,,,,
BCGP0000464,45026.19,,,,,,,,,15.54,45061.51,44355.22,0.0,0.0,0.0,0.0,0.0,0.0,13.99
BCGP0000465,19882.15,19670.27,,,333.52,,,,,,20000.11,0.0,0.0,0.0,333.52,0.0,0.0,0.0,0.0
BCGP0000558,100011.12,,,,,,,,,0.36,,,,,,,,,
BCGP0000559,82035.96,78045.4,,,,,,,,0.34,98881.05,98881.05,,,,,,,
BCGP0000730,45767.8,44778.99,,,,,574.54,,,4.08,45909.06,44778.99,0.0,0.0,0.0,0.0,574.54,0.0,3.92
BCGP0000740,104460.77,94007.63,,,811.78,,1409.6,,,,,,,,,,,,
BCGP0000921,,,,,,,,,,,,,,,,,,,
BCGP0000932,750083.43,725928.2,,,15486.75,5141.27,1705.37,,,,749999.74,749999.74,0.0,10705.18,4632.56,1650.81,480.52,17431.5,0.0
BCGP0001243,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0001279,,,,,,,,,,0.57,,,,,,,,,
BCGP0001593,,,,,,,,,,,,,,,,,,,
BCGP0001647,35314.66,,,,,,,,,,28251.73,26486.0,125.86,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0001692,40294.03,39729.0,,,,409.04,,,,,0.0,39976.2,0.0,0.0,0.0,0.0,1080938.87,0.0,0.0
BCGP0001726,,,,,,,,,,,,,,,,,,,
BCGP0002153,99481.4,96514.97,,,,,503.43,,,,0.0,5014.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0002267,77692.26,67097.86,,,755.14,,503.43,,,,77692.26,70629.32,0.0,0.0,0.0,0.0,881.0,0.0,0.0
BCGP0002268,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0002411,99410.77,,,,723.68,,302.06,,,,105131.75,0.0,0.0,0.0,377.57,220.25,0.0,792.9,0.0
BCGP0002435,79987.71,72006.6,,,881.0,,,,,,80023.03,73030.72,0.0,0.0,0.0,0.0,629.29,1164.18,0.0
BCGP0002436,109475.45,104001.68,,,937.64,862.12,969.1,,,,100011.12,91818.12,0.0,0.0,855.83,780.32,868.42,0.0,0.0
BCGP0002438,,,0.0,,,,,0.0,0.0,0.0,102553.78,98881.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0002766,8016.43,7804.54,,,,,,,,,17657.33,17657.33,,,,,,,
BCGP0002787,,,,,,,,,,,,,,,,,,,
BCGP0002889,49970.25,,,,,,377.57,,,,49440.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0002917,139281.03,119363.56,,,,,50.34,,,0.0,5297199.37,5297199.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0003164,119787.34,97892.24,,,5474.8,,,,,,119787.34,61871.29,0.0,0.0,0.0,0.0,0.0,5525.14,0.0
BCGP0003479,12360.13,,,,251.71,,,,,,19776.21,0.0,94.39,0.0,0.0,0.0,0.0,157.32,0.0
BCGP0003548,23872.71,23837.4,,,,,44.05,,,,88286.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0003738,88286.66,,,,,,,,,,,,,,,,,,
BCGP0004070,111241.19,,,,,,,,,,,,,,,,,,
BCGP0004556,38492.98,35491.24,,,566.36,,,,,,105943.99,105943.99,,,,,,6292.87,
BCGP0004576,50323.39,,,,,,,,,,,,,,,,,,
BCGP0004579,,,,,,,,,,,,,,,,,,,
BCGP0007158,,,,,,,,,,,,,,,,,,,
BCGP0007192,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0007193,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0007286,9958.73,8969.92,,,,,,,,,258927.11,258927.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007309,,,,,,,,,,,,,,,,,,,
BCGP0007346,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0007354,,,,,,,,,,,,,,,,,,,
BCGP0007362,5473.77,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2118.88,1765.73,,,,,,,
BCGP0007383,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,,
BCGP0007435,,,0.0,,,,,0.0,0.0,0.0,21188.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007442,119999.22,112795.03,0.0,,258.01,358.69,868.42,0.0,0.0,0.0,63954.85,63954.85,0.0,188.79,0.0,0.0,576.43,936.38,0.0
BCGP0007463,19069.92,,0.0,,,,,0.0,0.0,0.0,21188.8,15891.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007466,214999.2,212099.86,0.0,,,,,0.0,0.0,0.0,214006.85,208356.51,0.0,0.0,0.0,0.0,0.0,0.0,49.6
BCGP0007472,8828.67,,0.0,,,,,0.0,0.0,0.0,4944.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007473,8828.67,,0.0,,,,,0.0,0.0,0.0,8828.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007633,6356.64,,,,,,,,,,7062.93,4590.91,9439.31,0.0,0.0,0.0,1258.57,0.0,0.0
BCGP0007652,98527.91,,,,,,,,,,98527.91,91818.12,0.0,0.0,0.0,0.0,62.93,0.0,0.0
BCGP0007676,109440.14,105025.81,,,226543.32,106978.79,31464.35,,,,114772.65,109475.45,0.0,0.0,0.0,0.0,0.0,75.51,4.41
BCGP0007702,1998.81,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007717,1193.64,,,,,,,,,,1193.64,1193.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007727,134195.72,,,,,,,,,,10000.05,9888.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007743,184999.39,171134.85,,,,,248857.84,,,,26486.0,26486.0,1485.12,,,,,2831.79,
BCGP0007776,59681.78,,,,,,,,,,75008.34,69569.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0007778,179045.34,,,,,,,,,,318679.51,318679.51,,,,,,,
BCGP0007795,45909.06,45909.06,,,53741.11,20464.41,5304.89,,,,,,,,,,,,
BCGP0007806,170075.41,169157.23,,,,319514.18,72342.83,,,,160681.71,146555.85,0.0,0.0,0.0,0.0,2517.15,2517.15,0.0
BCGP0007808,417737.14,405730.16,,,,,157.32,,,,204825.04,199527.84,0.0,0.0,0.0,0.0,0.0,75.51,0.0
BCGP0007810,,,,,,,,,,,,,,,,,,,
BCGP0007812,795992.49,,,,,,,,,,,,,,,,,,
BCGP0007819,100011.12,71900.65,,,202.63,237.87,1340.38,,,,77692.26,75008.34,0.0,0.0,314.64,314.64,874.71,1504.0,0.0
BCGP0007830,,,,,,,,,,,,,,,,,,,
BCGP0007834,50005.56,47533.54,,,672.71,590.9,465.67,,,,49970.25,49970.25,0.0,0.0,0.0,0.0,2013.72,1258.57,0.0
BCGP0007854,7998.77,,,,,,,,,,,,,,,,,,
BCGP0007858,309992.11,258715.22,,,584148.24,207161.28,65735.32,,,,,,,,,,,,
BCGP0007868,229439.36,229439.36,,,1334.09,,1441.07,,,,199880.99,199880.99,,,,,,,
BCGP0007883,35314.66,34043.33,,,742.56,,475.74,,,,,,,,,,,,
BCGP0007896,196985.19,,,,,,,,,,,,,,,,,,
BCGP0007925,195996.38,191970.51,,,376.31,171.17,42.79,,,,198009.31,198009.31,,,,,,163.61,
BCGP0007932,85002.39,81930.02,,,,338808.12,2958.97,,,,21188.8,21188.8,,,,,629.29,629.29,
BCGP0007936,119928.59,119928.59,,,1416.53,1205.08,4374.8,,,,99940.49,96055.88,0.0,0.0,471.97,440.5,1730.54,2643.01,0.0
BCGP0007966,195996.38,,,,,,,,,,195996.38,193065.26,,,,,,,
BCGP0007974,397996.25,377866.89,,,,,,,,,,,,,,,,,
BCGP0008619,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0008645,,,,,,,,,,,239433.41,0.0,0.0,0.0,0.0,0.0,2800.33,1982.25,0.0
BCGP0008649,25073.41,,,,,,,,,,,,,,,,,,
BCGP0008651,100011.12,,,,,,,,,,50005.56,50005.56,,,,,,,
BCGP0009075,22883.9,19988.1,,,128.37,263.67,390.16,,,,34996.83,13984.61,,6.29,75.51,75.51,81.81,239.13,
BCGP0009092,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0009132,8828.67,,0.0,,,,,0.0,0.0,0.0,10594.4,9888.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCGP0017858,140022.64,137197.46,,,,370209.54,131269.27,,,,,,,,,,,,
BCGP0017909,295018.69,282446.67,,,151.03,288.84,2451.07,,,,154325.07,149981.37,,,,,6336.92,3970.8,
BCGP0018016,28046.9,27199.35,,,283.81,129.63,52.86,,,,28075.16,27545.44,,,,,,18.88,
BCGP0018051,400009.18,393264.08,,,1308.92,1295.7,1296.33,,,,,,,,,,,,
BCGP0018074,125013.91,120069.85,,,,,5978.23,,,,125013.91,120069.85,,,,,,2831.79,
BCGP0018136,292299.46,279444.92,,,,,,,,,,,,,,,,,
BCGP0018229,195996.38,186178.9,,,1035.18,1430.37,3712.79,,,,,,,,,,,,
BCGP0018237,119999.22,110534.89,,,1585.8,1208.23,2183.63,,,,,,,,,,,,
BCGP0018246,550237.76,496241.64,,,11245.36,,7617.71,,,,,,,,,,,,
BCGP0018260,515269.18,491940.31,,,,,,,,,,,,,,,,,
BCGP0018270,210016.3,184342.54,,,,,,,,,,,,,,,,,
BCGP0018309,349968.31,334006.08,,,1466.24,2045.18,4329.49,,,,,,,,,,,,
BCGP0024114,144260.4,142000.26,,,,406122.95,215914.66,,,,,,,,,,,,
BCGP0026223,195996.38,190699.18,,,22.65,49.71,187.53,,,,,,,,,,,,
BCGP0026229,139740.12,116598.42,,,,419111.43,133339.62,,,,59328.63,56503.46,,,,,2831.79,1887.86,
BCGP0026427,395241.7,358090.68,,,,,478270.71,,,,,,,,,,,,
BCGP0026623,198539.03,169510.38,,,2674.47,2674.47,5449.63,,,,,,,,,,,,
BCGP0026696,230180.97,200000.0,,,7217.92,,40689.7,,,,,,,,,,,,
BCGP0026801,74831.77,70205.55,,,1768.3,409.04,2611.54,,,,,,,,,,,,
BCGP0026856,119769.68,114772.65,,,,,,,,,,,,,,,,,
BCGP0026937,197762.11,170110.73,,,,,416216.71,,,,,,,,,,,,
BCGP0026943,0.0,0.0,,,,,,,,,,,,,,,,,
BCGP0026945,299998.06,264012.42,,,0.0,0.0,0.0,,,,,,,,,,,,
BCGP0026946,810012.41,765021.53,,,0.19,0.06,0.06,,,,,,,,,,,,
BCGP0026947,100011.12,97539.1,,,0.19,0.13,0.06,,,,,,,,,,,,
BCGP0026950,249992.5,222517.69,,,0.0,,,,,,,,,,,,,,
BCGP0026951,255007.18,223541.81,,,1.64,,,,,,,,,,,,,,
NEB8039,,,,,,,,,,,,,,,,,,,
NEB8041,,,,,,,,,,,,,,,,,,,
BCNF0026230,,,,,,,,,,,,,,,,,,,
