GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10243,2005,Ram River,06-02-037-10W5,RAM RIVER,Alberta,T4T1A7,52.1463,-115.33,871590.0,345.0,9660.0,6.02,1595.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,882845.3
G10246,2005,"Redwater Cogeneration Facility, Alberta","North East Quarter of section 01,Township 56, Rang",REDWATER,Alberta,T0A2W0,53.97733,-113.08634,173619.255,421.573194,11804.04943,6.84,1812.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,187235.9044
G10249,2005,Rimbey Gas Plant,2-5-44-1W5M PO Box 530,RIMBEY,Alberta,T0C2J0,52.7581,-114.1116,235981.0565,346.479995,9701.43986,10.476,2776.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,248458.6364
G10260,2005,Scotford Chemical Plant,S1/2-5-56-21-W4 & N1/2-32-55-21-W4,FORT SASKATCHEWAN,Alberta,T8L3T2,53.8042,-113.0824,290109.5122,2.161,60.508,3.889,1030.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0905,286.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0905,434.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.285,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,291921.8902
G10261,2005,Scotford Complex,55522 RR214,FORT SASKATCHEWAN,Alberta,T8L3T2,53.7991,-113.0807,330116.9063,22.908001,641.424028,8.2,2173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,332931.3303
G10262,2005,Scotford Upgrader and Upgrader Cogeneration,Upgrader SW 32-55-21-W4 Upgrader Cogeneration NW 3,FORT SASKATCHEWAN,Alberta,T8L3T2,53.79644,-113.0913,1915546.0,210.0,5880.0,39.0,10335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1931761.0
G10265,2005,Sheerness Generating Station,"Section 32, Township 28, Range 13, West of the 4th",HANNA,Alberta,T0J1P0,51.44267,-111.79207,5927673.742,61.943299,1734.412372,89.162401,23628.03627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5953036.191
G10266,2005,Shell Burnt Timber Gas Plant,10-13-30-7-W5M,SUNDRE,Alberta,T0M1X0,51.5708,-114.852,201089.0,3312.0,92736.0,3.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,294620.0
G10267,2005,Shell Caroline Complex,NE 34-34-6 W5M,CAROLINE,Alberta,T0M0M0,51.9655,-114.7536,640344.0,3894.0,109032.0,14.0,3710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,753086.0
G10268,2005,Shell Jumping Pound Gas Plant,932-8200,CALGARY,Alberta,T2P4V8,51.0396,-114.559,243754.0,3513.0,98364.0,7.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,343973.0
G10269,2005,Shell Scotford Refinery,"TWP 55, RGE 21, W4M: SE 31 & SE 32, NE30, NW29,",FORT SASKATCHEWAN,Alberta,T8L3T2,53.7959,-113.0996,915363.0,8.0,224.0,7.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,917442.0
G10277,2005,Strachan GP,11-35-37-9W5M PO Box 2000,ROCKY MOUNTAIN HOUSE,Alberta,T4T1B5,52.2263,-115.177,247609.3337,212.990998,5963.747944,8.832,2340.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,255913.5617
G10278,2005,Strathcona Refinery,Highway 16A & 34 Street,EDMONTON,Alberta,T6P1X7,53.5417,-113.3917,1521770.0,114.029999,3192.839972,31.08,8236.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,17.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1533216.72
G10281,2005,Sundance Generating Plant,"17, 20-T20-R52 W5M, Site 4, Box 1, RR 1",DUFFIELD,Alberta,T2E0N0,53.5085,-114.5571,15790482.44,180.710502,5059.894056,360.406307,95507.67136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,15891050.0
G10312,2005,Wapiti Gas Plant,04-08-069-08W6,GROVEDALE,Alberta,T0H1X0,54.9575,-119.1939,126684.8017,958.300025,26832.4007,4.32,1144.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,154662.0024
G10313,2005,Waterton Complex,"SE 1/4 Sec 24-Township 4, Range 1, W5 Meridian",PINCHER CREEK,Alberta,T0K1W0,49.3052,-114.0003,484371.0,4192.0,117376.0,18.0,4770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,606517.0
G10314,2005,Windfall 8-17 GP,8-17-60-15 W5,WHITECOURT,Alberta,T2P3P4,54.1854,-116.21,145523.9924,514.110005,14395.08014,9.44,2501.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,162420.6726
G10316,2005,Western Canada Operations,"POBag 16, Highway 15",FORT SASKATCHEWAN,Alberta,T8L2P4,53.7332,-113.175,1595657.082,67.953,1902.684,8.082,2141.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,7280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7280.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1606981.496
G10321,2005,Wildcat Hills Gas Plant,6-16-26-05 W5M,COCHRANE,Alberta,T0L0W0,51.2195,-114.6454,140309.4805,186.0544,5209.5232,9.3904,2488.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,148007.4597
G10324,2005,Wolf Lake/Primrose Thermal Operation,10-08-066-05W4,BONNYVILLE,Alberta,T9N2J7,54.69844,-110.7199,1757767.0,2519.999978,70559.99938,42.124998,11163.12447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1839490.124
G10326,2005,"Zama Gas Plant: 1, 2, 3",13-12-116-6 W6M,ZAMA CITY,Alberta,T0H4E0,59.06312,-118.87573,90364.97656,1522.190159,42621.32445,5.4882,1454.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,134440.674
G10327,2005,Alcan Inc - Strathcona works,Petroleum way East of 17th street,SHERWOOD PARK,Alberta,T6C4G3,53.5586,-113.368,101218.0,0.023,0.644,0.016,4.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,101222.884
G10341,2005,Poplar Hill Generating Station,"S19,T73,R8,W6M",GRANDE PRAIRIE,Alberta,T8V6L9,55.3292,-119.233,17676.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,17704.0
G10349,2005,Valleyview Generating Station,"S6,T69,R21,W5M",VALLEYVIEW,Alberta,T0H3N0,54.9364,-117.229,4574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4574.0
G10352,2005,West Edmonton Landfill,12707 170th Street,EDMONTON,Alberta,T5V1L9,53.5841,-113.6144,0.0,13258.0,371224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,371224.0
G10375,2005,Prentiss Manufacturing Facility,Hwy 597 & Prentiss Road,LACOMBE COUNTY,Alberta,T0C1S0,52.3874,-113.6005,384212.8269,85.589997,2396.519916,0.85,225.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,386834.5968
G10006,2004,Agrium Redwater Fertilizer Operation,15 Km East of Gibbons on Hwy 643,REDWATER,Alberta,T0A2W0,53.842,-113.093,1060738.745,6029.840215,168835.526,65.560001,17373.40027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1250306.441
G10007,2004,Alberta Envirofuels Inc.,9511-17 Street,EDMONTON,Alberta,T6P1Y3,53.53199,-113.36492,345246.0,51.0,1428.0,6.8,1802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,349252.0
G10008,2004,Alberta Pipeline System,Throughout Alberta,CALGARY,Alberta,T2P3H5,51.049,-114.067,514020.7,1765.499954,49433.99871,12.335,3268.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,581675.1737
G10009,2004,Alberta-Pacific Forest Industries Inc. Pulp Mill,SW 32 68 19 W4,COUNTY OF ATHABASCA,Alberta,T0A0M0,54.92312,-112.86187,81605.73901,88.532598,2478.912744,60.371899,15998.55324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100083.205
G10015,2004,ATCO Pipelines,"9th floor, 10035 - 105 Street",EDMONTON,Alberta,T5J2V6,53.509,-113.4088,109940.6853,6765.993621,189447.8214,17.3033,4585.3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,345904.5539
G10017,2004,Balzac Gas Processing Plant,10-02-026-29W4,BALZAC,Alberta,T0M0E0,51.191,-113.944,252280.4,606.099991,16970.79975,6.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,272568.3797
G10018,2004,Battle River Generating Station,"SW 1/4, Section 29, Township 40, Range 15, West of 4th Meridian",FORESTBURG,Alberta,T0B1N0,52.5647,-112.1414,5022943.5,48.147999,1348.143972,69.761398,18486.77047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5042778.414
G10029,2004,Brazeau Gas Plant,04-31-48-12 W5M,DRAYTON VALLEY,Alberta,T0E0M0,53.1812,-115.7625,133038.6982,646.519989,18102.55969,6.726,1782.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,152923.648
G10030,2004,Brazeau GP,3-12-46-14W5M PO Box 7318,DRAYTON VALLEY,Alberta,T7A1S5,52.94707,-115.9026,88517.0,446.0,12488.0,12.1,3206.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,112086.0
G10040,2004,Calpine Calgary Energy Centre,14417 68 St NE,CALGARY,Alberta,T3N1C6,51.18058,-113.9366,347119.0625,27.136999,759.835972,9.426,2497.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,350376.7885
G10044,2004,Canadian Fertilizers Limited,1250-52 Street NW,MEDICINE HAT,Alberta,T1A7R9,50.09071,-110.71901,1614438.0,16.9,473.2,16.200001,4293.000265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1619204.2
G10045,2004,Cancarb Ltd.,"PO Box 310, 1702 Brier Park Cr NW",MEDICINE HAT,Alberta,T1A7G1,50.0582,-110.7282,127003.0,0.0005,0.014,7.43,1968.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,128971.964
G10049,2004,Caribou North Compressor Station,11-08-070-04W4,BONNYVILLE,Alberta,T9N2H4,55.0473,-110.5778,96587.37313,1131.089966,31670.51905,39.549999,10480.74974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,138738.6419
G10053,2004,Carseland Nitrogen Operations,5 Miles West of Carseland,CARSELAND,Alberta,T0J0M0,50.84620698,-113.5872876,518418.2844,7.71,215.88,6.996,1853.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,520488.1044
G10054,2004,"Carseland Power Plant, Alberta",15-6-22-26-W4,CARSELAND,Alberta,T0J0M0,50.90123,-113.39283,322945.854,49.3321,1381.2988,13.3,3524.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,327851.6528
G10055,2004,Carseland Works,4 miles west of highway 24,CARSELAND,Alberta,T0J0M0,50.8467,-113.58117,290.0,0.0,0.0,2304.0,610560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,610850.0
G10058,2004,Cavalier Power Plant,NE-32-023-23W4,STRATHMORE,Alberta,T1P1K3,51.0056,-113.1716,136604.125,13.12,367.36,3.51,930.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,137901.635
G10065,2004,Christina Lake SAGD Bitumen Battery,08-17-076-06W4,LAC LA BICHE,Alberta,T0P1J0,55.5827,-110.8888,106849.5078,23.930001,670.040028,0.55,145.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,112467.7377
G10068,2004,"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION",1502 POWERHOUSE RD SE MEDICINE HAT AB NW 1/4-35-12-6 W4M,MEDICINE HAT,Alberta,T1A8E6,50.04092,-110.7219,260874.0,170.5,4774.0,6.4,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,267344.0
G10069,2004,Clover Bar Thermal Generating Station,1515 - 130 Avenue,EDMONTON,Alberta,T6S1E3,53.5874,-113.3647,104713.1406,27.129999,759.639972,2.71,718.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,106190.9306
G10071,2004,Cochrane Extraction Plant,LSD: 16-16-26-4W5,COCHRANE,Alberta,T4C1A4,51.2225,-114.4956,387233.3984,298.692013,8363.376364,13.8788,3677.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,399274.6568
G10073,2004,Cold Lake,"64-3,4-W4M 65,66-2,3,4,5-W4M",BONNYVILLE,Alberta,T9N2J7,54.59702,-110.39972,4148600.0,400.0,11200.0,58.0,15370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,4175170.0
G10086,2004,distribution system and Carbon Plant,Across the province,ALBERTA,Alberta,,53.54,-113.5,31704.21968,11187.12639,313239.5389,7.2082,1910.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,346853.9315
