GHGRP ID No. / No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Location / Emplacement de l'installation,Facility City or District or Municipality / Ville ou District ou Municipalité de l'installation,Facility Province or Territory / Province ou territoire de l'installation,Facility Postal Code / Code postal de l'installation,Latitude,Longitude,CO2 (tonnes),CH4 (tonnes),CH4 (tonnes CO2e / tonnes éq. CO2),N2O (tonnes),N2O (tonnes CO2e / tonnes éq. CO2),HFC-23 (tonnes),HFC-23 (tonnes CO2e / tonnes éq. CO2),HFC-32 (tonnes),HFC-32 (tonnes CO2e / tonnes éq. CO2),HFC-41 (tonnes),HFC-41 (tonnes CO2e / tonnes éq. CO2),HFC-43-10mee (tonnes),HFC-43-10mee (tonnes CO2e / tonnes éq. CO2),HFC-125 (tonnes),HFC-125 (tonnes CO2e / tonnes éq. CO2),HFC-134 (tonnes),HFC-134 (tonnes CO2e / tonnes éq. CO2),HFC-134a (tonnes),HFC-134a (tonnes CO2e / tonnes éq. CO2),HFC-143 (tonnes),HFC-143 (tonnes CO2e / tonnes éq. CO2),HFC-143a (tonnes),HFC-143a (tonnes CO2e / tonnes éq. CO2),HFC-152a (tonnes),HFC-152a (tonnes CO2e / tonnes éq. CO2),HFC-227ea (tonnes),HFC-227ea (tonnes CO2e / tonnes éq. CO2),HFC-236fa (tonnes),HFC-236fa (tonnes CO2e / tonnes éq. CO2),HFC-245ca (tonnes),HFC-245ca (tonnes CO2e / tonnes éq. CO2),HFC Total (tonnes CO2e / tonnes éq. CO2),CF4 (tonnes),CF4 (tonnes CO2e / tonnes éq. CO2),C2F6 (tonnes),C2F6 (tonnes CO2e / tonnes éq. CO2),C3F8 (tonnes),C3F8 (tonnes CO2e / tonnes éq. CO2),C4F10 (tonnes),C4F10 (tonnes CO2e / tonnes éq. CO2),C4F8 (tonnes),C4F8 (tonnes CO2e / tonnes éq. CO2),C5F12 (tonnes),C5F12 (tonnes CO2e / tonnes éq. CO2),C6F14 (tonnes),C6F14 (tonnes CO2e / tonnes éq. CO2),PFC Total (tonnes CO2e / tonnes éq. CO2),SF6 (tonnes),SF6 (tonnes CO2e / tonnes éq. CO2),Total Emissions (tonnes CO2e) / Émissions totales (tonnes éq. CO2)
G10120,2022,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,Highway 15 Highway,Fort Saskatchewan,Alberta,T8L 2P4,53.7235,-113.1738,447877.3515,30.756161,861.172508,8.772778,2324.78617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0012,28.2,451091.5102
G10121,2022,Fort Saskatchewan Nitrogen Operations,11751 River Road,Fort Saskatchewan,Alberta,T8L 4J1,53.72539,-113.193,664936.4895,118.51037,3318.29036,7.46144,1977.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,670232.0614
G10122,2022,Fort Saskatchewan Storage and Fractionation,11010 125 Street,Fort Saskatchewan,Alberta,T8L 2T2,53.7575,-113.1499,109653.5972,12.3087,344.6436,3.6983,980.0495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,110978.2903
G10125,2022,Fort Saskatchewan EOEG,Highway 15,Fort Saskatchewan,Alberta,T8L 2P4,53.7332,-113.175,59583.1416,406.5162,11382.4536,0.0025,0.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,70966.2577
G10127,2022,Genesee Thermal Generating Station,0 50444 Highway 770,WARBURG,Alberta,T0C 2T0,53.344,-114.305,8694949.048,122.4951,3429.8628,153.6589,40719.6085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,8739098.52
G10130,2022,International Paper Canadian Pulp Holdings ULC,10 km SE on Resources Road,Grande Prairie,Alberta,T8V 3A9,55.07111,-118.69111,116108.1694,1389.1079,38895.0212,19.5204,5172.906,0.0,0.0,0.0041,2.7757,0.0,0.0,0.0,0.0,0.0097,30.749,0.0,0.0,0.019,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2247,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,160234.3213
G10134,2022,Hangingstone SAGD Demonstration Facility,63 Highway,RM of Wood Buffalo,Alberta,T9H 3G2,56.3132,-111.6362,205163.6689,30.4914,853.7592,3.6527,967.9655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,206985.3936
G10135,2022,Hanlan Robb Gas Plant,,EDSON,Alberta,T7E 1T8,53.2045,-116.8112,153082.8964,4.3614,122.1192,1.4,371.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,153576.0156
G10137,2022,Harmattan Gas Processing Plant,,DIDSBURY,Alberta,T0M 0W0,51.6969,-114.475,353634.3684,422.15552,11820.35456,20.72275,5491.52875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,370946.2517
G10139,2022,Hays Gas Plant 11-31-013-14 W4M,,,Alberta,,50.1291,-111.9058,35635.376,40.384,1130.752,1.3,344.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,37110.628
G10143,2022,Highvale Coal Mine,4425 Sundance Road,Seba Beach,Alberta,T0E 2B0,53.4917,-114.5817,5865.477,0.15992,4.47776,0.45005,119.26325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,5989.21801
G10144,2022,"Hinton Pulp, a division of West Fraser Mills Ltd.",760 Switzer Drive,Hinton,Alberta,T7V 1V7,53.4133,-117.5706,195373.039,1037.4566,29048.7848,17.163265,4548.265225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,228970.089
G10152,2022,Joffre LAO Plant,2 km South of Joffre on Hwy 815,Joffre,Alberta,T4N 6A1,52.30827,-113.5415,113043.1353,3.2563,91.1764,2.1056,557.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,113692.2957
G10155,2022,Judy Creek Gas Conservation Plant,1,Swan Hills,Alberta,,54.57229,-115.5231,46459.88403,276.44011,7740.32308,1.95154,517.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,54717.36521
G10158,2022,Karr 10-10-065-02 W6M,,,Alberta,,54.6133,-118.2129,69089.434,154.35,4321.8,17.05,4518.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,77929.484
G10159,2022,Kaybob Amalgamated Sour Gas Plant,,FOX CREEK,Alberta,T0H 1P0,54.4272,-116.8843,160750.6901,358.0803,10026.2484,10.02116,2655.6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,173432.5459
G10160,2022,Kaybob South #3 Gas Plant,Kaybob South #3 Road,Fox Creek,Alberta,T0H 1P0,54.1944,-116.6322,307263.801,208.703049,5843.685372,4.589072,1216.10408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,314323.5905
G10162,2022,Keephills Thermal Electric Power Generating Plant,"Site 3, Box 1, RR1",Duffield,Alberta,T0E 0N0,53.4487,-114.4491,2672197.84,51.987002,1455.636056,14.136998,3746.30447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2677399.781
G10176,2022,Edmonton Plant,12640 Inland Way,Edmonton,Alberta,T5V 1K2,53.58051,-113.60328,529910.8427,39.123,1095.444,2.6312,697.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,531703.5547
G10179,2022,MacKay River Power Plant,,FORT MCMURRAY,Alberta,T9H 3G6,56.6667,-111.3451,830105.07,58.61,1641.08,19.65,5207.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,836953.4
G10180,2022,"MacKay River, In-Situ Oil Sands Plant",,FORT MCMURRAY,Alberta,T9H 3G6,57.04056,-111.90672,415345.2438,117.650695,3294.21946,4.842318,1283.21427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,419922.6776
G10187,2022,Mildred Lake and Aurora Plant Sites,X205 63 North Highway,Fort McMurray,Alberta,T9H 3L1,57.0,-111.0,12939949.14,11438.8255,320287.114,214.9633,56965.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4979,647.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.27,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,13317848.8
G10196,2022,Muskeg River Cogeneration Plant,PO Box 5670,Fort McMurray,Alberta,T9H 4W1,57.3517,-111.5222,1404994.491,76.3578,2138.0184,26.1508,6929.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1414062.471
G10211,2022,NOVA Chemicals Corporation (Joffre),38430 Highway 815,Lacombe,Alberta,T4L 2N2,52.3083,-113.55,3297589.655,291.4752,8161.3056,42.7763,11335.7195,0.0,0.0,0.015,10.155,0.0,0.0,0.0,0.0,0.0315,99.855,0.0,0.0,0.0309,40.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.18,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3317236.86
G10219,2022,CNUL Peace River Complex,05-21-085-18 W5M,Peace River,Alberta,T8S 1V1,56.3806,-116.795,178560.1422,152.886024,4280.808672,1.334617,353.673505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,183194.6244
G10220,2022,Mercer Peace River,11/13/24-085-21-W5,MD of Northern Lights,Alberta,T8S 1V7,56.2219,-117.1106,196504.9728,114.173525,3196.8587,11.255032,2982.58348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,202684.415
G10232,2022,Prentiss Chemical Manufacturing Facility,Prentiss Road,Lacombe County,Alberta,T4L 2N4,52.3874,-113.6005,148752.516,15.7739,441.6692,1.8274,484.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,149678.4462
G10235,2022,Progress Gas Plant 01-01-078-10 W6M,211 11 Ave Avenue,Grande Prairie,Alberta,T2R 0C6,55.7249,-119.3999,26713.15,124.218,3478.104,2.74,726.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,30917.354
G10237,2022,Quirk Creek Gas Plant,,MILLARVILLE,Alberta,T0L 1K0,50.7477,-114.4947,79039.2125,66.7994,1870.3832,3.2831,870.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,81779.6172
G10241,2022,Rainbow Lake Cogeneration Power Plant (Units 4-5),,Rainbow Lake,Alberta,,58.4471,-119.2383,330865.0273,19.9572,558.8016,7.0992,1881.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,333305.1169
G10243,2022,Ram River Sour Gas Plant,,ROCKY MOUNTAIN HOUSE,Alberta,T4T 1B5,52.1463,-115.33,272594.4573,184.4145,5163.606,4.9857,1321.2105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,279079.2738
G10246,2022,Redwater Cogeneration Plant,,REDWATER,Alberta,T0A 2W0,53.97733,-113.08634,195418.9224,13.31158,372.72424,4.29,1136.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,196928.4967
G10249,2022,Rimbey Gas Plant,,RIMBEY,Alberta,T0C 2J0,52.7581,-114.1116,335967.12,281.05531,7869.54868,7.94412,2105.1918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,345941.8605
G10260,2022,Scotford Chemical Plant,55520 Range 214 Road,"Fort Saskatchewan,Strathcona County",Alberta,T8L 4A3,53.8042,-113.0824,256190.0657,19.2712,539.5936,5.8237,1543.2805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4535,1437.595,0.0,0.0,0.0,0.0,0.4535,148.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586.343,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,259859.2828
G10261,2022,Scotford Complex,55522 RR#214 Road,Fort Saskatchewan,Alberta,T8L 3T2,53.7991,-113.0807,486153.9,116.76,3269.28,11.68,3095.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,492518.38
G10262,2022,Scotford Upgrader and Upgrader Cogeneration,55522 Range Road 214,Fort Saskatchewan,Alberta,T8L 3T2,53.79644,-113.0913,2401563.724,750.6796,21019.0288,35.6618,9450.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,2432033.715
G10265,2022,Sheerness Generating Station,,Hanna,Alberta,,51.44267,-111.79207,1634653.98,31.5581,883.6268,8.7129,2308.9185,0.0,0.0,0.0069,4.6713,0.0,0.0,0.0,0.0,0.0071,22.507,0.0,0.0,0.0049,6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5483,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1637880.073
G10267,2022,Caroline Complex,,CAROLINE,Alberta,T0M 0M0,51.9655,-114.7536,300917.544,26.8416,751.5648,7.8041,2068.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,303737.1953
G10268,2022,Jumping Pound Complex,,CALGARY,Alberta,T2P 4V8,51.0396,-114.559,194782.3876,114.3005,3200.414,5.8938,1561.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,199544.6586
G10269,2022,Shell Scotford Refinery,55522 Range Road 214,Fort Saskatchewan,Alberta,T8L 4A4,53.7959,-113.0996,1017888.642,213.9681,5991.1068,13.536271,3587.111815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,4.755,0.0015,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.435,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1027473.296
G10277,2022,Strachan Gas Plant,,ROCKY MOUNTAIN HOUSE,Alberta,T4T 1B5,52.2263,-115.177,146623.0417,354.67881,9931.00668,9.72334,2576.6851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,159130.7334
G10278,2022,"Imperial Oil, Strathcona Refinery",3400 Baseline Road,Edmonton,Alberta,T6P 0E5,53.5417,-113.3917,1708576.303,215.343,6029.604,20.5514,5446.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1720052.029
G10281,2022,Sundance Thermal Electric Power Generating Plant,"Site 4, Box 1, RR1",Duffield,Alberta,T0E 0N0,53.5085,-114.5571,876305.6046,17.253301,483.092428,15.953139,4227.581835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,881016.2789
G10312,2022,Wapiti Deep Cut Plant 04-08-069-08 W6M,,,Alberta,,54.9575,-119.1939,110336.8828,251.2618,7035.3304,8.0008,2120.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,119492.4252
G10313,2022,Waterton Complex,,PINCHER CREEK,Alberta,T0K 1W0,49.3052,-114.0003,281592.034,156.8863,4392.8164,9.8776,2617.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,288602.4144
G10316,2022,Western Canada Operations,15  Highway,Fort Saskatchewan,Alberta,T8L 2P4,53.7332,-113.175,1097268.635,60.9169,1705.6732,13.3906,3548.509,0.0,0.0,0.08127,55.01979,0.0,0.0,0.0,0.0,0.08274,262.2858,0.0,0.0,0.01563,20.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.62459,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1102860.442
G10321,2022,Wildcat Hills Gas Plant,262130 Range Rd. 54,Cochrane,Alberta,T4C 1A6,51.2195,-114.6454,132550.1419,179.2289,5018.4092,2.9422,779.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,138348.2341
G10324,2022,PAW In-Situ Oilsands Facilities,,BONNYVILLE,Alberta,T9N 2J7,54.69844,-110.7199,3551131.351,852.775488,23877.71366,24.305482,6440.95273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,3581450.017
G10327,2022,Strathcona Works,910 Petroleum Way,Sherwood Park,Alberta,T8H 2T3,53.5586,-113.368,93908.10483,0.0923,2.5844,0.024322,6.44533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,93918.56456
G10341,2022,Poplar Hill Generating Station,,Grande Prairie,Alberta,,55.3292,-119.233,96946.2522,7.0041,196.1148,1.8894,500.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,97643.058
